,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
786,"[302965, 311654, 351040, 573223, 941597, 963615, 1054006, 1121384]",8, 1986,2019-02-01,1,0.6666666666666666,8,1,['DOLEPECHESIRO']
794,"[114934, 334919, 570691, 594535, 745339, 797139, 818077, 1057197, 1162713]",9, 2952,2019-02-01,1,0.6666666666666666,9,1,['TOTALLIQ.REFROID.UNIVERSEL-26C5L']
799,"[118234, 199673, 881754, 970052, 1058591, 1226895]",6, 3965,2019-02-01,1,0.6666666666666666,6,1,['POMMEGOLDENX190GV&D']
800,"[120286, 161105, 353175, 521161, 773493, 896406, 1037406, 1238574]",8, 4085,2019-02-01,1,0.6666666666666666,8,1,['TOTALACTIVA90005W402L']
801,"[112041, 112044, 277744, 425001, 512483, 535413, 536990, 1176893, 1238385]",9, 709,2019-02-01,1,0.6666666666666666,9,1,['CRTARTECITRONMERINGUÉET']
803,"[211249, 490858, 954307, 988368, 996264, 1225196]",6, 373 394,2019-02-01,1,0.6666666666666666,6,1,"['LUNSALADEACCUEIL', 'LUPOMMESFRITES']"
804,"[154486, 162362, 230138, 252901, 348948, 410397, 473831, 475671, 1009030, 1103111]",10, 6464,2019-02-01,1,0.6666666666666666,10,1,[]
805,"[338042, 351040, 519362, 670787, 819320, 1027715, 1155422]",7, 3263,2019-02-01,1,0.6666666666666666,7,1,['FUSILLICARBONARA300G']
818,"[277744, 356609, 396036, 425686, 465158, 584082, 791686, 1174792]",8, 5844,2019-02-01,1,0.6666666666666666,8,1,['BATONLAITNOISETTE45G']
824,"[173095, 238881, 242452, 302471, 464404, 596217, 960264]",7, 6377,2019-02-01,1,0.6666666666666666,7,1,['HOLLYW.BLANCH.MENTH.POLAIRE14G']
831,"[148963, 493464, 574634, 967384, 984430]",5, 2855,2019-02-01,1,0.6666666666666666,5,1,['MADELEINESSTM.250G']
833,"[526400, 988692, 998545, 1058591, 1235206]",5, 3140,2019-02-01,1,0.6666666666666666,5,1,['LAIT1/2ECREME']
836,"[182377, 191426, 417692, 519498, 548999, 716325, 734723, 1213768]",8, 4227,2019-02-01,1,0.6666666666666666,8,1,['BATONDEBERGER']
839,"[308073, 380551, 515368, 526900, 1010411, 1236459]",6, 5811,2019-02-01,1,0.6666666666666666,6,1,['MONSTERENERGY']
844,"[199673, 526524, 654955, 1162191, 1166148, 1224381]",6, 6400,2019-02-01,1,0.6666666666666666,6,1,"[""COTED'ORLAIT""]"
846,"[112041, 132260, 394073, 415122, 473942, 552703, 1083655, 1163180]",8, 6540,2019-02-01,1,0.6666666666666666,8,1,[]
849,"[276711, 394148, 447204, 594535, 621645, 789578]",6, 6696,2019-02-01,1,0.6666666666666666,6,1,['MAGNUMAMANDES120ML']
854,"[126662, 162055, 227267, 483533, 531521, 732056, 821181, 1081866, 1121384]",9, 5635,2019-02-01,1,0.6666666666666666,9,1,['MARSX3135G']
859,"[214946, 254801, 334074, 467853, 579539, 784079, 1087925]",7, 63,2019-02-01,1,0.6666666666666666,7,1,[]
869,"[113297, 122808, 372709, 420751, 657916, 741468, 950589, 1097825]",8, 2183,2019-02-01,1,0.6666666666666666,8,1,['TOTALEASYPAC']
870,"[197039, 247304, 337353, 450524, 469896, 704970, 825168, 1163442, 1205694]",9, 2184,2019-02-01,1,0.6666666666666666,9,1,['TOTALLAVEGLACEDEP4L']
872,"[116969, 130300, 191426, 363138, 439351, 523766]",6, 2239,2019-02-01,1,0.6666666666666666,6,1,['MAPAUSEFRUITPOMMIRAB120G']
882,"[264172, 345837, 413192, 416959, 445207, 464983, 616635, 900881, 910611, 1028864, 1108055, 1168442, 1203926]",13, 2646,2019-02-01,1,0.6666666666666666,13,1,['OASISTROPICAL']
895,"[148963, 149579, 171222, 199673, 216620, 307210, 410819, 463510, 575459, 621707, 915245, 928890, 1218881]",13, 500,2019-02-01,1,0.6666666666666666,13,1,['CRTARTEPISTAC']
903,"[555714, 995860, 1007975, 1014685, 1058591, 1082751, 1235206]",7, 4424 1547,2019-02-01,1,0.6666666666666666,7,1,"['SACBOUTIQUEKRAFT', 'TROPICANAMULTI']"
905,"[995860, 1007975, 1014685, 1058591, 1082751, 1235206]",6, 4424 4443 1547,2019-02-01,1,0.6666666666666666,6,1,"['SACBOUTIQUEKRAFT', 'TROPICANAMULTI']"
907,"[106748, 173095, 285727, 305242, 378563, 405626, 445207, 466582, 498022, 615263, 790583, 798831, 1063364, 1191955, 1194276]",15, 4667,2019-02-01,1,0.6666666666666666,15,1,['AUVE.MINSTICKNAT100G']
908,"[143668, 174525, 191426, 221812, 333067, 378563, 388097, 460754, 470752, 540247, 546706, 620290, 670787, 732056, 735292, 825189]",16, 5638,2019-02-01,1,0.6666666666666666,16,1,['BOUNTYLAITX6']
910,"[145004, 227267, 483688, 674510, 734723, 1058591, 1194276, 1204414, 1237802]",9, 277,2019-02-01,1,0.6666666666666666,9,1,[]
917,"[114995, 153848, 163810, 165550, 250397, 281031, 332928, 336831, 715147, 1111590]",10, 3872,2019-02-01,1,0.6666666666666666,10,1,['METREREGLISSEREGAL']
920,"[274391, 286769, 445207, 483258, 698237, 900881, 1008328, 1166438]",8, 6805,2019-02-01,1,0.6666666666666666,8,1,['CHUPACHUPS13G']
921,"[404152, 575459, 599279, 806597, 915245, 1219843, 1238198, 1238385]",8, 502,2019-02-01,1,0.6666666666666666,8,1,['CROSALADEDEF']
922,"[575459, 599279, 1219843, 1238198, 1238385]",5, 502 699,2019-02-01,1,0.6666666666666666,5,1,['CROSALADEDEF']
928,"[193219, 293607, 317038, 327681, 363005, 397272, 409197, 435834, 465127, 669327, 881163, 995709]",12, 2916,2019-02-01,1,0.6666666666666666,12,1,['TW16LINGETTESVITRES']
929,"[137677, 185297, 247822, 250153, 445207, 452551, 555991, 565138, 705461, 711253, 1243476]",11, 2978,2019-02-01,1,0.6666666666666666,11,1,['TWLAVEGLACEDEG.4L']
934,"[141642, 286769, 353824, 374454, 387459, 391139, 523273, 988692, 1010411, 1054006, 1121384]",11, 3925,2019-02-01,1,0.6666666666666666,11,1,['FLANPATISSIER120GDAUNAT']
940,"[170729, 281832, 314188, 422197, 426563, 448379, 450648, 542426, 567280, 1030391, 1212318, 1246673]",12, 5872,2019-02-01,1,0.6666666666666666,12,1,['LGTTSSAISONS-105L']
945,"[211249, 490858, 954307, 988368, 996264, 1201555, 1225196]",7, 394,2019-02-01,1,0.6666666666666666,7,1,['LUPOMMESFRITES']
946,"[171222, 192562, 192624, 313130, 520059, 565366, 575459, 1039101]",8, 720,2019-02-01,1,0.6666666666666666,8,1,['CRCOOKIECHOCOLATLAIT103GR']
951,"[351016, 514513, 550799, 584447, 594535, 790583, 899200, 1108145, 1123126, 1176770, 1214477]",11, 2634,2019-02-01,1,0.6666666666666666,11,1,['ORANGINAPET50']
954,"[124464, 234017, 322611, 381774, 454013, 495544, 500694, 546857, 616311, 849882, 911475, 950274, 1102684]",13, 2905,2019-02-01,1,0.6666666666666666,13,1,['TWDEMOUSTANTI500ML']
955,"[124464, 454013, 495544, 546857, 950274]",5, 2905 4140,2019-02-01,1,0.6666666666666666,5,1,"['RECHARGELAVAGETW-D', 'TWDEMOUSTANTI500ML']"
963,"[120461, 276396, 295084, 351249, 424597, 471776, 492075, 516578, 594535, 611629, 806141, 1168442]",12, 6855,2019-02-01,1,0.6666666666666666,12,1,['NUTSNOISETTE42GUNITE']
965,"[113567, 181027, 531053, 531406, 779524, 988692, 1058591, 1172945, 1178332, 1224499]",10, 6991,2019-02-01,1,0.6666666666666666,10,1,['PAGOMULTIPURJUS33CL']
969,"[192562, 337743, 510886, 734723, 1044697]",5, 1850,2019-02-01,1,0.6666666666666666,5,1,['CRSHORTBREAD']
970,"[103922, 113838, 129105, 165402, 188478, 208231, 261061, 528917, 685675]",9, 2182,2019-02-01,1,0.6666666666666666,9,1,['TOTALADBLUE5L']
976,"[113487, 192562, 230856, 277744, 381774, 514044, 1014979, 1056623]",8, 686,2019-02-01,1,0.6666666666666666,8,1,['CROEAUDESOURCE50CLPET']
984,"[521191, 555714, 825189, 840055, 1121384]",5, 3426,2019-02-01,1,0.6666666666666666,5,1,['CARRESF.AMANDEX6280G']
989,"[158554, 303546, 501817, 519469, 528700, 1058591]",6, 3967,2019-02-01,1,0.6666666666666666,6,1,['BANANEX2200G']
993,"[191426, 289744, 326764, 591171, 882992, 890211]",6, 4448,2019-02-01,1,0.6666666666666666,6,1,['LIPTONGREEN']
995,"[205109, 377790, 450524, 1044697, 1164301]",5, 4884,2019-02-01,1,0.6666666666666666,5,1,['GOMSFRUITSVERGER140G']
1013,"[195197, 285803, 478639, 535929, 1121384]",5, 2586,2019-02-01,1,0.6666666666666666,5,1,['ARLEQUIN150G']
1046,"[105769, 132260, 579353, 1034783, 1163180]",5, 6535,2019-02-01,1,0.6666666666666666,5,1,[]
1060,"[307210, 819320, 842314, 1034094, 1155422]",5, 692,2019-02-01,1,0.6666666666666666,5,1,['CROOASISTROPICALPET50CL']
1071,"[100270, 123777, 353744, 449166, 1044697]",5, 1861,2019-02-01,1,0.6666666666666666,5,1,['CRCAFECREME']
1087,"[357620, 446067, 526900, 622174, 1050811]",5, 5957,2019-02-01,1,0.6666666666666666,5,1,['FUZETEAMANGUE']
1091,"[158939, 245887, 343979, 353824, 363138, 575459, 1123126]",7, 676,2019-02-01,1,0.6666666666666666,7,1,['CR.COCACOLAZ']
1092,"[158939, 245887, 343979, 353824, 575459]",5, 676 1615,2019-02-01,1,0.6666666666666666,5,1,"['CR.COCACOLAZ', 'CRFLANNATURE']"
1093,"[149579, 207105, 264552, 275365, 381774, 734723, 972937]",7, 689,2019-02-01,1,0.6666666666666666,7,1,['CROVOLVICTOUCHEDEFRUITCITRON50CL']
1097,"[250481, 378563, 445207, 516578, 540994, 942898, 1162191]",7, 6318,2019-02-01,1,0.6666666666666666,7,1,['TOBLERONE100GR']
1104,"[240521, 519469, 594535, 942898, 1057085, 1105858, 1133574]",7, 1698,2019-02-01,1,0.6666666666666666,7,1,['ROCHERNOIR35G']
1105,"[133892, 156096, 299175, 308169, 417954, 427096]",6, 1710 386,2019-02-01,1,0.6666666666666666,6,1,"['CAMELFILTERSBOXEN20', 'CAMELRIGIDESERV']"
1108,"[117669, 196232, 350965, 490888, 495718, 666223, 865871, 1157557]",8, 2136,2019-02-01,1,0.6666666666666666,8,1,['TWLAVEGLACEH4L']
1121,"[248425, 457692, 518130, 573223, 594535, 600388]",6, 2933,2019-02-01,1,0.6666666666666666,6,1,['TOTALANTICREV']
1122,"[230856, 497696, 507317, 971894, 1200584, 1209111]",6, 1672,2019-02-01,1,0.6666666666666666,6,1,['CRECLAIRPARFUMCHOCOLAT70GR']
1134,"[584381, 752577, 889462, 1033289, 1160772, 1233056, 1236406]",7, 6282,2019-02-01,1,0.6666666666666666,7,1,[]
1139,"[508618, 607223, 757634, 849883, 895072, 1226719]",6, 6981,2019-02-01,1,0.6666666666666666,6,1,['REDBULLGREENEDITION250ML']
1146,"[112044, 449166, 463510, 688336, 986779, 1039101]",6, 700,2019-02-01,1,0.6666666666666666,6,1,[]
1147,"[162167, 583933, 594535, 910611, 1121044]",5, 5616,2019-02-01,1,0.6666666666666666,5,1,['COCA-COLAZEROPET1.25L']
1151,"[191426, 377790, 555981, 765567, 806452, 1209219, 1237545]",7, 2321,2019-02-01,1,0.6666666666666666,7,1,['VOLVICNATURE1']
1158,"[135414, 335094, 596052, 624033, 736979, 904661]",6, 2912,2019-02-01,1,0.6666666666666666,6,1,['TWENTR.PLAST.FINITIONBRILLANTE400ML']
1161,"[416959, 432669, 594535, 910611, 1204127]",5, 3181,2019-02-01,1,0.6666666666666666,5,1,[]
1173,"[410819, 468837, 555714, 611740, 825189, 931403, 995860, 1007975, 1014685, 1054006, 1058591, 1082751, 1235206]",13, 4424,2019-02-01,1,0.6666666666666666,13,1,['TROPICANAMULTI']
1174,"[116566, 121128, 130464, 132253, 153970, 154084, 157047, 172457, 173559, 188482, 209608, 223220, 239503, 239844, 277677, 281256, 288782, 430600, 499519, 515602, 526976, 535916, 549038, 576981, 606450, 642259, 645406, 686238, 686919, 696493, 732484, 762882, 830638, 896292, 897112, 899176, 937365, 966445, 987379, 1003499, 1027715, 1029030, 1037370, 1058749, 1063971, 1093208, 1120736, 1187387, 1192624]",49, 4129 4130,2019-02-01,1,0.6666666666666666,49,1,"['RECHARGELAVAGE', 'RECHARGELAVAGETW-A']"
1179,"[111432, 120331, 171740, 214317, 219957, 226086, 281988, 317085, 339428, 366154, 394121, 400788, 422670, 475440, 510635, 518800, 523346, 555525, 556559, 563868, 566585, 596052, 608289, 716095, 733528, 741769, 789070, 798464, 836821, 868477, 899725, 953867, 1029030, 1037716, 1048334, 1058749, 1061200, 1063037, 1187667, 1187758, 1241990]",41, 4103,2019-02-01,1,0.6666666666666666,41,1,['LAVAGE1PLEIN']
1180,"[111432, 219957, 400788, 475440, 518800, 596052, 716095, 733528, 1048334, 1241990]",10, 4103 4116,2019-02-01,1,0.6666666666666666,10,1,"['LAVAGE1PLEIN', 'LAVAGECLU']"
1181,"[171740, 339428, 366154, 400788, 422670, 563868, 608289, 716095, 733528, 741769, 789070, 798464, 836821, 899725, 953867, 1029030, 1058749, 1061200, 1241990]",19, 4103 4129,2019-02-01,1,0.6666666666666666,19,1,"['LAVAGE1PLEIN', 'RECHARGELAVAGETW-A']"
1184,"[113487, 114216, 116969, 123777, 148440, 156096, 162055, 176862, 219159, 231223, 233569, 236355, 245887, 255304, 264552, 266265, 276151, 278593, 310847, 313130, 319251, 343979, 399691, 408547, 416623, 447204, 463510, 478639, 480562, 490858, 518714, 519885, 523273, 540247, 565366, 590404, 599727, 600449, 605982, 626293, 673938, 806597, 842314, 847660, 849327, 899638, 918367, 995709, 1056623, 1075098, 1081436, 1186493, 1225196]",53, 1738,2019-02-01,1,0.6666666666666666,53,1,['CRCAFEEXPRESSO']
1185,"[113109, 128568, 141534, 152590, 156305, 158554, 171002, 171145, 173410, 181491, 204400, 204827, 205866, 214517, 229728, 245076, 249382, 269906, 315508, 340253, 350143, 352928, 354818, 357354, 363138, 374454, 391197, 392706, 396547, 398830, 416795, 451156, 455312, 481424, 501817, 541094, 552824, 563379, 573519, 574649, 608228, 613501, 716869, 744951, 772088, 801016, 868475, 906886, 925584, 954244, 971363, 1014033, 1096242, 1121384, 1171502, 1175532]",56, 2369,2019-02-01,1,0.6666666666666666,56,1,['EVIAN50CL']
1189,"[121128, 127538, 130756, 132253, 141332, 145478, 157503, 164245, 175853, 195864, 200564, 234495, 239147, 245072, 256742, 258020, 259630, 274836, 287831, 290337, 317870, 327610, 341253, 365510, 422497, 422901, 447321, 453207, 465110, 472493, 475855, 483161, 484505, 484507, 497223, 518226, 520978, 526887, 535047, 536854, 591109, 611537, 614909, 622767, 749724, 762882, 835212, 849882, 869139, 873816, 904772, 955263, 984988, 1000212, 1017280, 1021980, 1029030, 1063971, 1112698, 1122033, 1158650, 1163901, 1168051, 1219925, 1226252]",65, 2122,2019-02-01,1,0.6666666666666666,65,1,[]
1190,"[121128, 127538, 132253, 145478, 195864, 239147, 287831, 422901, 484505, 614909, 622767, 749724, 1063971, 1112698]",14, 2122 4116,2019-02-01,1,0.6666666666666666,14,1,['LAVAGECLU']
1191,"[121128, 127538, 130756, 132253, 141332, 145478, 157503, 175853, 195864, 234495, 239147, 258020, 259630, 287831, 290337, 317870, 327610, 341253, 365510, 422497, 422901, 447321, 465110, 472493, 475855, 483161, 497223, 518226, 520978, 526887, 535047, 536854, 591109, 611537, 614909, 622767, 762882, 835212, 849882, 869139, 904772, 955263, 984988, 1000212, 1021980, 1029030, 1063971, 1122033, 1158650, 1163901, 1168051, 1226252]",52, 2122 4130,2019-02-01,1,0.6666666666666666,52,1,['RECHARGELAVAGE']
1192,"[121128, 127538, 132253, 145478, 195864, 239147, 287831, 422901, 614909, 622767, 1063971]",11, 2122 4130 4116,2019-02-01,1,0.6666666666666666,11,1,"['LAVAGECLU', 'RECHARGELAVAGE']"
1193,"[121128, 132253, 245072, 762882, 1029030, 1063971]",6, 2122 4129,2019-02-01,1,0.6666666666666666,6,1,['RECHARGELAVAGETW-A']
1194,"[121128, 132253, 762882, 1029030, 1063971]",5, 2122 4129 4130,2019-02-01,1,0.6666666666666666,5,1,"['RECHARGELAVAGE', 'RECHARGELAVAGETW-A']"
1199,"[110899, 133892, 526399, 716325, 994488, 1204127]",6, 2801 163,2019-02-01,1,0.6666666666666666,6,1,['COCACOLA50CLPET']
1202,"[112044, 118234, 143322, 147466, 148963, 162585, 167298, 171039, 172406, 189157, 192765, 214463, 229452, 231893, 237023, 252606, 253595, 275025, 284207, 331444, 334136, 341716, 345337, 352405, 364658, 369654, 381774, 402637, 421070, 440809, 441047, 452168, 452588, 488446, 515368, 519885, 524165, 530133, 531521, 536648, 540994, 548152, 554079, 573223, 623261, 683849, 692658, 721265, 732056, 735292, 744951, 761912, 815784, 822157, 849340, 877973, 899176, 901058, 908014, 912398, 915245, 930235, 942898, 947721, 959463, 963258, 965787, 1010794, 1025017, 1035211, 1038520, 1053328, 1054006, 1057085, 1064750, 1108055, 1121384, 1202592, 1235962]",79, 2372,2019-02-01,1,0.6666666666666666,79,1,['EVIAN1LPET*']
1206,"[113725, 120461, 141866, 168735, 179988, 186567, 188537, 190261, 196232, 248801, 260525, 263477, 275978, 291806, 303422, 304710, 334438, 339524, 339606, 350054, 358181, 359077, 360281, 371575, 382719, 392865, 401551, 405080, 408099, 418780, 448779, 450399, 460089, 472493, 480899, 482699, 489263, 504549, 509781, 511908, 517175, 518226, 519861, 523766, 526976, 536487, 540810, 542277, 549038, 555241, 580123, 580773, 584126, 625943, 679925, 704970, 825962, 833153, 875601, 879335, 896389, 897233, 901721, 937357, 939722, 956935, 979326, 1021126, 1033497, 1035277, 1050325, 1051255, 1054186, 1080209, 1104545, 1111303, 1163796, 1195073, 1215839, 1218070, 1220313, 1236516]",82, 2947,2019-02-01,1,0.6666666666666666,82,1,['TWLAVEGLACEDEMOUSTIQUEUR4L']
1207,"[179988, 275978, 339606, 371575, 401551, 580123, 825962, 939722, 979326, 1111303]",10, 2947 4116,2019-02-01,1,0.6666666666666666,10,1,"['LAVAGECLU', 'TWLAVEGLACEDEMOUSTIQUEUR4L']"
1208,"[190261, 263477, 291806, 334438, 472493, 489263, 518226, 526976, 549038, 580123, 979326, 1050325, 1054186, 1080209, 1111303, 1215839, 1220313]",17, 2947 4130,2019-02-01,1,0.6666666666666666,17,1,"['RECHARGELAVAGE', 'TWLAVEGLACEDEMOUSTIQUEUR4L']"
1209,"[450399, 480899, 517175, 526976, 549038, 1051255, 1218070]",7, 2947 4129,2019-02-01,1,0.6666666666666666,7,1,"['RECHARGELAVAGETW-A', 'TWLAVEGLACEDEMOUSTIQUEUR4L']"
1211,"[117790, 121128, 157112, 166799, 191307, 192516, 193056, 211149, 219957, 290527, 314138, 316368, 449661, 486524, 494923, 568886, 603359, 608425, 615217, 671210, 721553, 760736, 815181, 833231, 864748, 890276, 902580, 905482, 999588, 1018638, 1030310, 1037190, 1220333]",33, 4135,2019-02-01,1,0.6666666666666666,33,1,['LAVAGE2PLEINTARIF']
1212,"[121128, 219957, 314138, 486524, 603359, 890276]",6, 4135 4116,2019-02-01,1,0.6666666666666666,6,1,"['LAVAGE2PLEINTARIF', 'LAVAGECLU']"
1214,"[121128, 165609, 173068, 182535, 191307, 217456, 234116, 262427, 290249, 294965, 300175, 301840, 303859, 310920, 358338, 359007, 402096, 415543, 475419, 475440, 478898, 506588, 523346, 579893, 612288, 615217, 623370, 778982, 819522, 905482, 917021, 953733, 968004, 972506, 975853, 986037, 1046665, 1115520, 1122527, 1168259, 1174792, 1199933, 1202722, 1217885, 1220283, 1220333, 1220617, 1221464, 1236011]",49, 4136,2019-02-01,1,0.6666666666666666,49,1,['LAVAGE3PLEIN']
1215,"[121128, 182535, 358338, 359007, 475440, 612288, 986037, 1168259, 1199933]",9, 4136 4116,2019-02-01,1,0.6666666666666666,9,1,"['LAVAGE3PLEIN', 'LAVAGECLU']"
1216,"[121128, 262427, 359007, 506588, 819522, 1046665, 1168259]",7, 4136 4130,2019-02-01,1,0.6666666666666666,7,1,"['LAVAGE3PLEIN', 'RECHARGELAVAGE']"
1217,"[121128, 191307, 615217, 905482, 1220333]",5, 4136 4135,2019-02-01,1,0.6666666666666666,5,1,"['LAVAGE2PLEINTARIF', 'LAVAGE3PLEIN']"
1218,"[104424, 110899, 126662, 133892, 189157, 220492, 252606, 260024, 295048, 308467, 327482, 351525, 362740, 372592, 425001, 428875, 439310, 451913, 453036, 464404, 469298, 510669, 519885, 520727, 526399, 531164, 557602, 564534, 565366, 596217, 615243, 617055, 716325, 716537, 802579, 880558, 889462, 890216, 919345, 947024, 975449, 992218, 994488, 1007975, 1010411, 1011787, 1014536, 1014685, 1059708, 1081019, 1112588, 1162191, 1171502, 1200229, 1202592, 1204127, 1209662, 1233360, 1238217]",59, 2801,2019-02-01,1,0.6666666666666666,59,1,['COCACOLA50CLPET']
1220,"[110899, 126662, 133892, 327482, 596217, 1202592]",6, 2801 1538,2019-02-01,1,0.6666666666666666,6,1,"['COCACOLA50CLPET', 'RECHARGECAFÉCLUB2\x80']"
1226,"[124464, 125915, 129151, 154183, 162971, 178786, 188982, 190168, 227925, 234320, 263805, 267956, 275462, 299627, 305419, 318265, 329426, 340068, 358338, 377790, 403961, 406141, 417976, 434481, 474702, 490823, 492034, 499344, 503865, 522140, 549038, 564110, 575459, 685675, 731154, 839435, 1013519, 1085057, 1102756, 1151020, 1169281, 1210851]",42, 2959,2019-02-01,1,0.6666666666666666,42,1,['TOTALADBLUEBECV.5L']
1227,"[129151, 234320, 340068, 358338, 490823, 575459, 839435, 1102756, 1169281]",9, 2959 4116,2019-02-01,1,0.6666666666666666,9,1,"['LAVAGECLU', 'TOTALADBLUEBECV.5L']"
1231,"[113487, 148963, 156578, 158939, 171222, 245144, 245887, 264552, 275365, 280994, 343979, 353824, 381774, 416623, 425001, 446165, 484135, 486628, 507317, 536990, 575459, 584447, 819320, 842314, 847660, 986779, 988692, 1071032, 1155422, 1185744, 1238732]",31, 1615,2019-02-01,1,0.6666666666666666,31,1,['CRFLANNATURE']
1233,"[113487, 245887, 264552, 343979, 416623, 842314, 847660]",7, 1615 1738,2019-02-01,1,0.6666666666666666,7,1,"['CRCAFEEXPRESSO', 'CRFLANNATURE']"
1234,"[110731, 124464, 241230, 251002, 257982, 277935, 283533, 291218, 303309, 314234, 355508, 361404, 375108, 392865, 395875, 403485, 410425, 439115, 491256, 493156, 494174, 510710, 542530, 550155, 554667, 563600, 605261, 613324, 841252, 1015386, 1053328, 1083810, 1107167, 1112698, 1158650, 1179412, 1183137, 1231035, 1240056, 1243498]",40, 4141,2019-02-01,1,0.6666666666666666,40,1,['RECLAVAGEPJE97U']
1235,"[124464, 291218, 542530, 1053328, 1107167]",5, 4141 4140,2019-02-01,1,0.6666666666666666,5,1,"['RECHARGELAVAGETW-D', 'RECLAVAGEPJE97U']"
1236,"[103101, 113109, 132622, 142066, 147466, 150221, 171152, 175869, 265739, 296038, 326764, 337743, 341716, 353824, 369654, 378563, 444743, 493464, 532337, 548152, 554079, 734723, 801580, 887891, 917932, 995860, 997051, 1008136, 1019250, 1058591, 1064750, 1071032, 1081019]",33, 3337,2019-02-01,1,0.6666666666666666,33,1,['SALADEMANHATTA']
1237,"[147466, 734723, 995860, 1008136, 1058591]",5, 3337 1547,2019-02-01,1,0.6666666666666666,5,1,"['SACBOUTIQUEKRAFT', 'SALADEMANHATTA']"
1239,"[106232, 120124, 138451, 197750, 200156, 206111, 256742, 257024, 288098, 288700, 342712, 358331, 376513, 408799, 412468, 414778, 417692, 428816, 451156, 489345, 516402, 519304, 574225, 668634, 724769, 763217, 785654, 797398, 818420, 880890, 940354, 946912, 989745, 1009030, 1097340, 1177137, 1213697, 1214116, 1233167]",39, 4132,2019-02-01,1,0.6666666666666666,39,1,['RECLAVAGEPJE35U']
1241,"[428202, 531053, 593107, 697228, 734723, 971894, 995860, 998545, 1007975, 1014685, 1058591, 1082751, 1162191, 1235206]",14, 4443,2019-02-01,1,0.6666666666666666,14,1,[]
1243,"[697228, 734723, 995860, 998545, 1007975, 1014685, 1058591, 1082751, 1235206]",9, 4443 1547,2019-02-01,1,0.6666666666666666,9,1,['SACBOUTIQUEKRAFT']
1244,"[734723, 995860, 998545, 1058591, 1235206]",5, 4443 1547 163,2019-02-01,1,0.6666666666666666,5,1,['SACBOUTIQUEKRAFT']
1247,"[113487, 119454, 153963, 156096, 164593, 184920, 204037, 204504, 225621, 241017, 245887, 248962, 263990, 268854, 284207, 294115, 314234, 326603, 342631, 348255, 356672, 393703, 409911, 416219, 463510, 468837, 497696, 499566, 516496, 517260, 517522, 518902, 519887, 520041, 526399, 540247, 541029, 545984, 548624, 556301, 564592, 584447, 613804, 622027, 654138, 658850, 715341, 719763, 727418, 751399, 762002, 802579, 824247, 842314, 847660, 862846, 934189, 963615, 984430, 1015344, 1038069, 1066548, 1086295, 1121384, 1152114, 1162193, 1179385, 1211526, 1241616]",69, 431,2019-02-01,1,0.6666666666666666,69,1,['CAFEEXPRESSO']
1248,"[101105, 108875, 131572, 133707, 149020, 174617, 195024, 224522, 240151, 251287, 280693, 366974, 370111, 424321, 429748, 446979, 533587, 574855, 593447, 604451, 787610, 1036212]",22, 4108,2019-02-01,1,0.6666666666666666,22,1,['LAVAGE6PLEINTARIF']
1250,"[153949, 175869, 176862, 244024, 248801, 274394, 277989, 296604, 316303, 324156, 326292, 328330, 335918, 342338, 358331, 370216, 372592, 376377, 387480, 392032, 402886, 410819, 416555, 472987, 483143, 485938, 520041, 532334, 540247, 540732, 589776, 590154, 594535, 597177, 616105, 673228, 716317, 733249, 740786, 745419, 768575, 776578, 877973, 882992, 936719, 947530, 979506, 984203, 995709, 1052176, 1062852, 1074731, 1086766, 1097548, 1159132, 1187832, 1213768, 1221274, 1244683]",59, 1531,2019-02-01,1,0.6666666666666666,59,1,[]
1260,"[156366, 157047, 174525, 191827, 192624, 201158, 259907, 289822, 293416, 356609, 396547, 413932, 417692, 427096, 428439, 465521, 484135, 510669, 514513, 542073, 548830, 548999, 552972, 565366, 573223, 574634, 578876, 594535, 679482, 680791, 690517, 895569, 919345, 933050, 964536, 965265, 969925, 984430, 1014536, 1022678, 1054006, 1113819, 1155422, 1237802, 1245706]",45, 3513,2019-02-01,1,0.6666666666666666,45,1,['CRISTALINE1.5L']
1265,"[195241, 307210, 347476, 355952, 389100, 493984, 498489, 514513, 568735, 594535, 880018, 945568, 950781, 953767, 995860, 998545, 1027715, 1162193, 1235206, 1236406]",20, 5946,2019-02-01,1,0.6666666666666666,20,1,['COCACOLASLIM']
1272,"[130366, 174212, 217297, 237374, 274894, 332432, 353700, 361281, 366033, 377785, 380944, 404347, 445261, 447143, 454219, 472493, 475855, 477520, 480373, 505071, 511792, 514356, 531554, 536214, 543558, 549038, 550117, 558641, 560369, 571960, 600607, 624033, 653292, 734827, 813375, 819320, 917858, 1163559, 1201555, 1214762]",40, 6184,2019-02-01,1,0.6666666666666666,40,1,[]
1274,"[287608, 387836, 501835, 506984, 525118, 600607, 741468, 749724, 790252, 1170319, 1202978, 1219333]",12, 4133 4116,2019-02-01,1,0.6666666666666666,12,1,"['LAVAGECLU', 'RECLAVAGEPJE']"
