,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
130,"[106174, 114932, 115022, 132519, 140387, 146032, 147391, 206416, 221900, 259132, 262442, 397621, 524668, 624145, 843577, 874591, 997163]",17, 4155,2019-07-01,1,0.8235294117647058,17,1,[]
131,"[120286, 149886, 164308, 173174, 180230, 185342, 192034, 250176, 257373, 257484, 271489, 274953, 301967, 336247, 345624, 347942, 355661, 390199, 437424, 440514, 460243, 499734, 519327, 535838, 557131, 618337, 625091, 626547, 642259, 771232, 805158, 820248, 867805, 923982, 1029987, 1196711, 1215832]",37, 2051,2019-07-01,1,0.8235294117647058,37,1,[]
132,"[188588, 189906, 200898, 212029, 237303, 378965, 457599, 530327, 1030140]",9, 4158 4112,2019-07-01,1,0.8235294117647058,9,1,['LAVAGE CLU']
133,"[119521, 133917, 145257, 154386, 182475, 188588, 189906, 200898, 212029, 237303, 273864, 285365, 338288, 355812, 366458, 378965, 384542, 457599, 530327, 758846, 810467, 921601, 1005729, 1005767, 1030140, 1048334, 1163901, 1177294, 1236038, 1242175]",30, 4158,2019-07-01,1,0.8235294117647058,30,1,[]
134,"[105193, 120248, 176750, 177693, 193191, 219870, 222204, 226924, 239451, 251114, 270966, 286161, 307158, 332665, 376277, 380236, 402831, 416890, 454815, 482580, 498303, 537723, 560048, 574109, 578902, 580829, 717621, 835017, 886537, 957568, 1039029, 1062318, 1066967, 1177294]",34, 4156,2019-07-01,1,0.8235294117647058,34,1,[]
135,"[173174, 271489, 274953, 345624, 390199, 1029987]",6, 4112 2051,2019-07-01,1,0.8235294117647058,6,1,['LAVAGE CLU']
136,"[105193, 147391, 173174, 179416, 188588, 189906, 200898, 206416, 211671, 212029, 221900, 222204, 237303, 259132, 271489, 274953, 285090, 307158, 345624, 378965, 390199, 437974, 452425, 457599, 465567, 530327, 585456, 711978, 835363, 871913, 874653, 1029987, 1030140]",33, 4112,2019-07-01,1,0.8235294117647058,33,1,['LAVAGE CLU']
137,"[146032, 149886, 176750, 177693, 194904, 226924, 226985, 273864, 274953, 278491, 285365, 288714, 347942, 436127, 465004, 530327, 538133, 585456, 592345, 923982, 1216244]",21, 4125,2019-07-01,1,0.8235294117647058,21,1,['RECHARGE LAVAGE TW - A']
138,"[108228, 140566, 145478, 189769, 214066, 215849, 223786, 285090, 301967, 389609, 393439, 402831, 411159, 432898, 452975, 499127, 500865, 532933, 565442, 645215, 749466, 814129, 843580, 873360, 894316, 949491, 952256, 1003223, 1031383, 1059452, 1164511, 1168652, 1177294]",33, 4156,2019-08-01,1,0.8529411764705882,33,1,[]
139,"[140566, 147391, 179416, 197752, 209276, 251350, 280880, 309886, 317586, 332635, 391758, 427150, 438114, 498626, 532933, 575523, 645215, 844897, 846796, 949491]",20, 4112,2019-08-01,1,0.8529411764705882,20,1,['LAVAGE CLU']
140,"[115022, 133917, 180230, 188588, 189769, 244544, 251114, 251350, 262442, 274871, 274953, 285365, 332635, 338288, 355661, 391758, 403177, 410571, 498303, 520056, 642259, 1177294]",22, 4126,2019-08-01,1,0.8529411764705882,22,1,['RECHARGE LAVAGE']
141,"[116517, 146032, 149886, 176750, 194904, 214066, 226924, 273864, 278491, 288714, 303696, 317586, 347942, 423611, 432898, 923982, 1031383]",17, 4125,2019-08-01,1,0.8529411764705882,17,1,['RECHARGE LAVAGE TW - A']
142,"[116517, 118606, 209276, 215374, 387857, 416890, 457599, 457688, 532933, 844897, 997163]",11, 1531,2019-08-01,1,0.8529411764705882,11,1,[]
143,"[118606, 119521, 189283, 403177, 452975, 508797, 625091, 1168652]",8, 4074,2019-08-01,1,0.8529411764705882,8,1,['BIDON AD BLUE 10L']
144,"[386629, 387857, 423611, 423878, 443706, 520056, 844897, 1177294]",8, 4155,2019-08-01,1,0.8529411764705882,8,1,[]
145,"[217903, 242680, 407312, 416890, 876768, 997163, 1033518]",7, 4074,2019-09-01,1,0.8823529411764706,7,1,['BIDON AD BLUE 10L']
146,"[118606, 188588, 251114, 482512, 535838, 717621, 1005767, 1059459]",8, 4126,2019-09-01,1,0.8823529411764706,8,1,['RECHARGE LAVAGE']
147,"[119521, 131516, 199021, 251114, 336873, 423611, 432898, 482512, 625091, 844897, 876768, 949491, 1033518]",13, 4112,2019-09-01,1,0.8823529411764706,13,1,['LAVAGE CLU']
148,"[116517, 149886, 215374, 226924, 303696, 317586, 335036, 423611, 538133, 626547, 923982]",11, 4125,2019-09-01,1,0.8823529411764706,11,1,['RECHARGE LAVAGE TW - A']
149,"[146032, 149886, 176750, 199835, 226924, 273864, 288714, 289781, 347942, 474879, 511074, 626547, 730825, 923982]",14, 4125,2019-10-01,1,0.9117647058823529,14,1,['RECHARGE LAVAGE TW - A']
150,"[118606, 250176, 261240, 286161, 416890, 498303, 805158, 1216244]",8, 4074,2019-10-01,1,0.9117647058823529,8,1,['BIDON AD BLUE 10L']
151,"[131511, 274953, 393439, 406056, 432898, 505454, 543612, 711978, 1107311]",9, 4112,2019-10-01,1,0.9117647058823529,9,1,['LAVAGE CLU']
152,"[103240, 114932, 119521, 131511, 158032, 253055, 301967, 432898]",8, 1530,2019-10-01,1,0.9117647058823529,8,1,[]
153,"[108228, 280880, 386629, 511074, 1028559, 1031383]",6, 1531,2019-10-01,1,0.9117647058823529,6,1,[]
154,"[120286, 262442, 460243, 626547, 876693, 1039029]",6, 2180,2019-10-01,1,0.9117647058823529,6,1,['ADBLUE BIDON 5L']
155,"[145478, 186625, 188588, 274953, 381297, 478530, 498303, 876693, 1177294]",9, 4126,2019-11-01,1,0.9411764705882353,9,1,['RECHARGE LAVAGE']
156,"[189283, 205800, 218431, 416657, 416890, 1163901]",6, 2946,2019-11-01,1,0.9411764705882353,6,1,['TW  LAVE GLACE']
157,"[192635, 262442, 288714, 410571, 440514, 764005, 863705, 876693, 1023595]",9, 1531,2019-11-01,1,0.9411764705882353,9,1,[]
158,"[170804, 355661, 498303, 530327, 626547, 805158, 876768, 1023595, 1107311]",9, 4074,2019-11-01,1,0.9411764705882353,9,1,['BIDON AD BLUE 10L']
159,"[146032, 149886, 150269, 215374, 223109, 226924, 236344, 278491, 288714, 335036, 530327, 538133, 626547, 923982, 1216244]",15, 4125,2019-11-01,1,0.9411764705882353,15,1,['RECHARGE LAVAGE TW - A']
160,"[192635, 205800, 280880, 285090, 390199, 410571, 438114, 1030140, 1066967, 1177294, 1242175]",11, 4112,2019-11-01,1,0.9411764705882353,11,1,['LAVAGE CLU']
161,"[120248, 197752, 545953, 625091, 642259, 711978, 1216244]",7, 1531,2019-12-01,1,0.9705882352941176,7,1,[]
162,"[116517, 146032, 149886, 176750, 215374, 226924, 227628, 236344, 289974, 317586, 538133, 545953, 626547, 923982]",14, 4125,2019-12-01,1,0.9705882352941176,14,1,['RECHARGE LAVAGE TW - A']
163,"[105126, 118606, 132519, 133917, 134914, 188588, 189769, 257373, 262442, 274953, 303696, 337358, 960839, 1059459]",14, 4126,2019-12-01,1,0.9705882352941176,14,1,['RECHARGE LAVAGE']
164,"[114170, 147391, 197166, 197752, 386629, 517885, 1004644, 1107311]",8, 4112,2019-12-01,1,0.9705882352941176,8,1,['LAVAGE CLU']
165,"[261240, 416890, 436127, 964386, 1033518, 1107311]",6, 4074,2019-12-01,1,0.9705882352941176,6,1,['BIDON AD BLUE 10L']
