,user_ids,support,itemsets,period,property_values,depth,size,a
3604,[575459 928890],2, 3430026 3450137,2019-02-01,1,0.6666666666666666,2,1
3605,[171222 199673],2, 3430026 3450013,2019-02-01,1,0.6666666666666666,2,1
3606,[575459 621707],2, 3430026 3412051 3461039,2019-02-01,1,0.6666666666666666,2,1
3607,[463510 575459 621707],3, 3430026 3412051,2019-02-01,1,0.6666666666666666,3,1
3608,[216620 575459],2, 3430026 2850269 3461039,2019-02-01,1,0.6666666666666666,2,1
3609,[171222 216620 307210 575459],4, 3430026 2850269,2019-02-01,1,0.6666666666666666,4,1
3610,[216620 410819 575459 621707],4, 3430026 3461039,2019-02-01,1,0.6666666666666666,4,1
3611,[148963 171222 575459],3, 3430026 18064205,2019-02-01,1,0.6666666666666666,3,1
3612,[307210 915245],2, 3430026 13600075,2019-02-01,1,0.6666666666666666,2,1
3613,[ 410819  928890 1218881],3, 3430026 12520268,2019-02-01,1,0.6666666666666666,3,1
3614,"[ 148963  149579  171222  199673  216620  307210  410819  463510  575459
  621707  915245  928890 1218881]",13, 3430026,2019-02-01,1,0.6666666666666666,13,1
3615,[172406 439351],2, 1061987 13600075,2019-02-01,1,0.6666666666666666,2,1
3616,[172406 262161 439351 484135 697448 822937],6, 1061987,2019-02-01,1,0.6666666666666666,6,1
3617,"[ 106845  178316  187947  227535  427662  485052  516505  975701 1011380
 1158578]",10, 19378,2019-02-01,1,0.6666666666666666,10,1
3618,[ 490024  524087  911614 1077767],4, 8287519 7587895,2019-02-01,1,0.6666666666666666,4,1
3619,[ 455008  505859 1114915],3, 8287519 5401047,2019-02-01,1,0.6666666666666666,3,1
3620,"[ 341866  348456  455008  490024  505859  515778  519472  524087  911614
 1077767 1114915]",11, 8287519,2019-02-01,1,0.6666666666666666,11,1
3621,[ 575459 1219843],2, 3430051 3412051 3461025 3461039,2019-02-01,1,0.6666666666666666,2,1
3622,[ 575459  599279 1219843 1238198],4, 3430051 3412051 3461039,2019-02-01,1,0.6666666666666666,4,1
3623,[ 575459 1219843 1238385],3, 3430051 3461025 3461039,2019-02-01,1,0.6666666666666666,3,1
3624,[ 575459  599279 1219843 1238198 1238385],5, 3430051 3461039,2019-02-01,1,0.6666666666666666,5,1
3625,[ 404152  575459  599279  806597  915245 1219843 1238198 1238385],8, 3430051,2019-02-01,1,0.6666666666666666,8,1
3626,[ 486628 1071032],2, 3450011 18064205,2019-02-01,1,0.6666666666666666,2,1
3627,[ 802579  963615 1038069],3, 5450141 7445935,2019-02-01,1,0.6666666666666666,3,1
3628,[ 971894 1056623],2, 3450011 6026,2019-02-01,1,0.6666666666666666,2,1
3629,[276275 331214 410330 429671],4, 1505,2019-02-01,1,0.6666666666666666,4,1
3630,[468837 526399],2, 5450142 7770415 5461017 7445935,2019-02-01,1,0.6666666666666666,2,1
3631,[468837 526399 719763],3, 5450142 7770415 7445935,2019-02-01,1,0.6666666666666666,3,1
3632,[1179385 1211526],2, 5450142 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3633,[1179385 1205188 1211526],3, 5450142 5401047,2019-02-01,1,0.6666666666666666,3,1
3634,[278275 468837 526399],3, 5450142 5461017,2019-02-01,1,0.6666666666666666,3,1
3635,[ 153963  468837  526399  719763  862846 1179385 1211526 1241616],8, 5450142 7445935,2019-02-01,1,0.6666666666666666,8,1
3636,[735292 862846],2, 5450142 6026,2019-02-01,1,0.6666666666666666,2,1
3637,"[ 153963  258523  278275  468837  526399  537145  581812  719763  735292
  862846  875023  911614  943941 1012154 1179385 1205188 1211526 1241616]",18, 5450142,2019-02-01,1,0.6666666666666666,18,1
3638,[263913 553832],2, 5401046 7892095,2019-02-01,1,0.6666666666666666,2,1
3639,[113487 263913],2, 5401046 3401042,2019-02-01,1,0.6666666666666666,2,1
3640,[263990 394148 397717 447204 491449],5, 5401046 5401047,2019-02-01,1,0.6666666666666666,5,1
3641,"[ 122130  141642  204037  266087  359175  381774  394148  447204  498225
  516496  541029  554079  581812  591171  615263  715341  751399  883094
  945336  963615 1075943]",21, 5450138,2019-02-01,1,0.6666666666666666,21,1
3642,[113487 204037 241017 263990 268854 348255 548624 984430],8, 5401046 7445935,2019-02-01,1,0.6666666666666666,8,1
3643,[ 313130  575459 1044697 1163180],4, 3450137 3461025,2019-02-01,1,0.6666666666666666,4,1
3644,[116969 575459],2, 3450137 2850269 3461039,2019-02-01,1,0.6666666666666666,2,1
3645,[ 575459 1155422],2, 3450137 2850269 18064205,2019-02-01,1,0.6666666666666666,2,1
3646,[ 116969  118478  369654  575459 1155422],5, 3450137 2850269,2019-02-01,1,0.6666666666666666,5,1
3647,[116969 305419 575459],3, 3450137 3461039,2019-02-01,1,0.6666666666666666,3,1
3648,[ 264552  486628  575459  986779 1155422],5, 3450137 18064205,2019-02-01,1,0.6666666666666666,5,1
3649,[118478 928890],2, 3450137 12520268,2019-02-01,1,0.6666666666666666,2,1
3650,"[ 112044  116969  118478  162585  183398  233569  264552  285430  305419
  313130  357076  369654  451646  486628  526900  575459  818643  928890
  986779 1044697 1078607 1155422 1163180]",23, 3450137,2019-02-01,1,0.6666666666666666,23,1
3651,[ 565366  971894  972937 1166433],4, 3450013 6027,2019-02-01,1,0.6666666666666666,4,1
3653,[ 512483  523273 1166433],3, 3450013 3461039,2019-02-01,1,0.6666666666666666,3,1
3654,"[113487 204037 241017 263913 263990 268854 341866 348255 394148 397717
 447204 491449 548624 553832 616225 984430]",16, 5401046,2019-02-01,1,0.6666666666666666,16,1
3655,[204037 516496 541029 715341 751399 963615],6, 5450138 7445935,2019-02-01,1,0.6666666666666666,6,1
3656,[ 266087  541029  963615 1075943],4, 5450138 5461017,2019-02-01,1,0.6666666666666666,4,1
3657,[394148 447204 516496 715341],4, 5450138 5401047,2019-02-01,1,0.6666666666666666,4,1
3658,[141642 381774 554079 963615],4, 7719715 5461018 5450138,2019-02-01,1,0.6666666666666666,4,1
3659,[141642 381774 554079 621175 963615],5, 7719715 5461018,2019-02-01,1,0.6666666666666666,5,1
3660,[541029 963615],2, 7719715 5450138 5461017 7445935,2019-02-01,1,0.6666666666666666,2,1
3661,[122130 141642 381774 541029 554079 963615],6, 7719715 5450138,2019-02-01,1,0.6666666666666666,6,1
3662,[616225 963615],2, 7719715 7770415,2019-02-01,1,0.6666666666666666,2,1
3663,[204504 541029 963615],3, 7719715 5461017 7445935,2019-02-01,1,0.6666666666666666,3,1
3664,[204504 247885 278275 541029 791944 947256 963615],7, 7719715 5461017,2019-02-01,1,0.6666666666666666,7,1
3665,[204504 356672 541029 963615],4, 7719715 7445935,2019-02-01,1,0.6666666666666666,4,1
3666,[356672 381774],2, 7719715 451,2019-02-01,1,0.6666666666666666,2,1
3667,"[122130 141642 204504 247885 278275 356672 381774 541029 554079 616225
 621175 791944 947256 963615 994183]",15, 7719715,2019-02-01,1,0.6666666666666666,15,1
3668,[266087 963615],2, 5461018 5450138 5461017,2019-02-01,1,0.6666666666666666,2,1
3669,[204037 715341 963615],3, 5461018 5450138 7445935,2019-02-01,1,0.6666666666666666,3,1
3670,[141642 204037 266087 381774 554079 715341 963615],7, 5461018 5450138,2019-02-01,1,0.6666666666666666,7,1
3671,[719763 735292],2, 5461018 5450142 13600075,2019-02-01,1,0.6666666666666666,2,1
3672,[ 719763  963615 1066548],3, 5461018 7770415 7445935,2019-02-01,1,0.6666666666666666,3,1
3673,[ 399284  719763  963615 1066548],4, 5461018 7770415,2019-02-01,1,0.6666666666666666,4,1
3674,[ 266087  963615 1012477 1038069],4, 5461018 5461017,2019-02-01,1,0.6666666666666666,4,1
3675,[ 204037  314234  517260  715341  719763  963615 1038069 1066548],8, 5461018 7445935,2019-02-01,1,0.6666666666666666,8,1
3676,"[ 141642  204037  266087  314234  381774  399284  517260  554079  621175
  715341  719763  735292  963615 1012477 1038069 1066548]",16, 5461018,2019-02-01,1,0.6666666666666666,16,1
3677,[394148 447204],2, 5450138 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
3678,[204037 394148 447204],3, 5450138 5401046,2019-02-01,1,0.6666666666666666,3,1
3679,[751399 963615],2, 5450138 7770415 7445935,2019-02-01,1,0.6666666666666666,2,1
3680,[751399 883094 963615],3, 5450138 7770415,2019-02-01,1,0.6666666666666666,3,1
3681,[266087 394148],2, 5450138 7587895,2019-02-01,1,0.6666666666666666,2,1
3682,[516496 715341],2, 5450138 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3683,"[ 118478  152992  179988  192562  305678  309153  339606  369654  486628
  971894 1014979 1056623 1071032 1108145 1200584 1219843]",16, 3450011,2019-02-01,1,0.6666666666666666,16,1
3684,[ 247885  791944  963615 1038069 1075943],5, 5450141 5461017,2019-02-01,1,0.6666666666666666,5,1
3686,[ 963615 1075943],2, 5450141 5450138 5461017,2019-02-01,1,0.6666666666666666,2,1
3687,[133892 427096],2, 1061977 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3688,[133892 417954 427096],3, 1061977 12520268,2019-02-01,1,0.6666666666666666,3,1
3689,[133892 156096 299175 308169 417954 427096],6, 1061977,2019-02-01,1,0.6666666666666666,6,1
3691,[715341 963615],2, 7729855 5450154 7445935 5450138 5461018,2019-02-01,1,0.6666666666666666,2,1
3692,[521191 963615],2, 7729855 5450141,2019-02-01,1,0.6666666666666666,2,1
3693,[182290 284980 521191 715341 963615],5, 7729855,2019-02-01,1,0.6666666666666666,5,1
3694,[455008 911614],2, 5461035 8287519,2019-02-01,1,0.6666666666666666,2,1
3695,[ 911614 1179385],2, 5461035 5450142,2019-02-01,1,0.6666666666666666,2,1
3696,[521885 654138 911614],3, 5461035 7587895,2019-02-01,1,0.6666666666666666,3,1
3697,[ 516496 1179385],2, 5461035 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3698,[ 313130  369654  942898 1181655],4, 3450145,2019-02-01,1,0.6666666666666666,4,1
3699,[ 397717  455008  516496 1179385],4, 5461035 5401047,2019-02-01,1,0.6666666666666666,4,1
3700,[ 397717  455008  516496  521885  526985  654138  911614 1179385],8, 5461035,2019-02-01,1,0.6666666666666666,8,1
3701,[ 337743 1056623],2, 3450022 3461025,2019-02-01,1,0.6666666666666666,2,1
3702,[1034094 1056623],2, 3450022 6026,2019-02-01,1,0.6666666666666666,2,1
3703,[ 112044  199673  310847  337743  582622 1034094 1056623 1185744],8, 3450022,2019-02-01,1,0.6666666666666666,8,1
3704,[ 988692 1162193],2, 6033 5401051 5401047,2019-02-01,1,0.6666666666666666,2,1
3705,[ 622027 1162193],2, 6033 5401051 7445935,2019-02-01,1,0.6666666666666666,2,1
3706,[ 622027  988692 1162193],3, 6033 5401051,2019-02-01,1,0.6666666666666666,3,1
3707,[521191 988692],2, 6033 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3708,[521191 616225 988692],3, 6033 6026,2019-02-01,1,0.6666666666666666,3,1
3709,[ 521191  616225  622027  988692 1162193],5, 6033,2019-02-01,1,0.6666666666666666,5,1
3710,[ 214946  254801  334074  467853  579539  784079 1087925],7, 106,2019-02-01,1,0.6666666666666666,7,1
3711,[ 516496  654138 1179385],3, 5461035 7445935,2019-02-01,1,0.6666666666666666,3,1
3713,[313130 369654],2, 3450145 3450137,2019-02-01,1,0.6666666666666666,2,1
3714,[ 369654 1181655],2, 3450145 3450026,2019-02-01,1,0.6666666666666666,2,1
3715,"[ 211249  245144  273829  275365  279941  306030  353824  416623  463510
  554079  575459  582622  599279  621707  632424  954307 1219843 1238198]",18, 3412051,2019-02-01,1,0.6666666666666666,18,1
3716,[ 266087  348456  524087  654138  719763  911614 1073371 1077767],8, 7598035,2019-02-01,1,0.6666666666666666,8,1
3717,[122130 622027],2, 5430104 5401051,2019-02-01,1,0.6666666666666666,2,1
3718,[ 584447  622027 1241616],3, 5430104 7445935,2019-02-01,1,0.6666666666666666,3,1
3719,[ 122130  182205  355247  584447  622027 1241616],6, 5430104,2019-02-01,1,0.6666666666666666,6,1
3720,[ 486628 1200584],2, 3461041 3450011,2019-02-01,1,0.6666666666666666,2,1
3721,[183398 486628 928890],3, 3461041 3450137,2019-02-01,1,0.6666666666666666,3,1
3722,[ 146883  183398  486628  806597  928890  942898 1200584],7, 3461041,2019-02-01,1,0.6666666666666666,7,1
3724,[ 192562 1014979 1056623],3, 3461023 3450011,2019-02-01,1,0.6666666666666666,3,1
3725,[ 192562  381774 1056623],3, 3461023 3461025,2019-02-01,1,0.6666666666666666,3,1
3726,[113487 381774],2, 3461023 18064205,2019-02-01,1,0.6666666666666666,2,1
3727,[230856 381774],2, 3461023 451,2019-02-01,1,0.6666666666666666,2,1
3728,[ 113487  192562  230856  277744  381774  514044 1014979 1056623],8, 3461023,2019-02-01,1,0.6666666666666666,8,1
3730,[565366 971894],2, 3461016 3450013 6027,2019-02-01,1,0.6666666666666666,2,1
3731,[971894 988692],2, 3461016 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3732,[565366 971894 988692],3, 3461016 6027,2019-02-01,1,0.6666666666666666,3,1
3733,[425001 988692],2, 3461016 18064205,2019-02-01,1,0.6666666666666666,2,1
3734,[306030 425001 434499 565366 900881 971894 988692],7, 3461016,2019-02-01,1,0.6666666666666666,7,1
3735,[ 791569 1155422],2, 3461003 3430236,2019-02-01,1,0.6666666666666666,2,1
3736,[179988 791569],2, 3461003 3450013,2019-02-01,1,0.6666666666666666,2,1
3737,[1155422 1176893],2, 3461003 2850269,2019-02-01,1,0.6666666666666666,2,1
3738,[ 416623 1155422],2, 3461003 18064205,2019-02-01,1,0.6666666666666666,2,1
3739,[ 179988  416623  520059  791569 1155422 1176893],6, 3461003,2019-02-01,1,0.6666666666666666,6,1
3742,"[ 130053  245887  332850  333054  394148  463510  532387  618779  910238
 1012477]",10, 5450090,2019-02-01,1,0.6666666666666666,10,1
3744,[188513 365690 428202 715341 963615],5, 5450154,2019-02-01,1,0.6666666666666666,5,1
3745,[171222 575459],2, 4159045 3430026 18064205 2850269 3461025,2019-02-01,1,0.6666666666666666,2,1
3746,[313130 575459],2, 4159045 3450137 3461025,2019-02-01,1,0.6666666666666666,2,1
3747,[171222 565366],2, 4159045 3450013,2019-02-01,1,0.6666666666666666,2,1
3748,[171222 192562 313130 575459],4, 4159045 3461025,2019-02-01,1,0.6666666666666666,4,1
3749,[ 171222  575459 1039101],3, 4159045 2850269,2019-02-01,1,0.6666666666666666,3,1
3750,[192624 520059 575459],3, 4159045 3461039,2019-02-01,1,0.6666666666666666,3,1
3751,[ 171222  192562  192624  313130  520059  565366  575459 1039101],8, 4159045,2019-02-01,1,0.6666666666666666,8,1
3752,[ 211249  490858  954307  988368  996264 1201555 1225196],7, 1073439,2019-02-01,1,0.6666666666666666,7,1
3753,[276275 429671],2, 107 1505,2019-02-01,1,0.6666666666666666,2,1
3754,[137310 268921 276275 322989 381862 382334 429671 555222 559661],9, 107,2019-02-01,1,0.6666666666666666,9,1
3755,[122130 447204],2, 5401051 5450138,2019-02-01,1,0.6666666666666666,2,1
3756,[ 988692 1180366],2, 5401051 6027 6026,2019-02-01,1,0.6666666666666666,2,1
3757,[1162193 1211526],2, 5401051 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
3758,[ 447204  988692 1162193 1211526],4, 5401051 5401047,2019-02-01,1,0.6666666666666666,4,1
3760,[ 622027 1162193 1211526],3, 5401051 7445935,2019-02-01,1,0.6666666666666666,3,1
3761,[ 122130  447204  622027  988692 1012477 1162193 1180366 1211526],8, 5401051,2019-02-01,1,0.6666666666666666,8,1
3762,[152992 309153],2, 3450010 3450011,2019-02-01,1,0.6666666666666666,2,1
3763,[309153 381774],2, 3450010 3450014,2019-02-01,1,0.6666666666666666,2,1
3764,[ 280994  381774 1155422],3, 3450010 18064205,2019-02-01,1,0.6666666666666666,3,1
3765,"[ 149579  152992  280994  309153  380551  381774  434499  900881  959996
 1155422]",10, 3450010,2019-02-01,1,0.6666666666666666,10,1
3766,[ 192562  337743 1044697],3, 2605189 3461025,2019-02-01,1,0.6666666666666666,3,1
3767,[ 192562  337743  510886  734723 1044697],5, 2605189,2019-02-01,1,0.6666666666666666,5,1
3768,[247885 791944 963615],3, 5450141 7719715 5461017,2019-02-01,1,0.6666666666666666,3,1
3769,[365690 963615],2, 5450154 5461017,2019-02-01,1,0.6666666666666666,2,1
3770,[123777 849340],2, 3450013 3401042,2019-02-01,1,0.6666666666666666,2,1
3771,[188513 963615],2, 5450154 7770415,2019-02-01,1,0.6666666666666666,2,1
3772,[148963 381774],2, 6157591 18064205,2019-02-01,1,0.6666666666666666,2,1
3776,[ 727418  830201 1038069],3, 5450086 5461017,2019-02-01,1,0.6666666666666666,3,1
3777,[ 314234  520041  727418 1038069],4, 5450086 7445935,2019-02-01,1,0.6666666666666666,4,1
3778,[ 182290  258523  284980  314234  520041  621175  727418  830201 1038069],9, 5450086,2019-02-01,1,0.6666666666666666,9,1
3781,[148963 446165],2, 4152819 18064205,2019-02-01,1,0.6666666666666666,2,1
3782,[ 148963  192562  305419  446165  496126  565366  942898  979705 1039101],9, 4152819,2019-02-01,1,0.6666666666666666,9,1
3783,[277744 512483],2, 3667191 3450013,2019-02-01,1,0.6666666666666666,2,1
3784,[ 112041  425001 1176893],3, 3667191 2850269,2019-02-01,1,0.6666666666666666,3,1
3788,[ 112041  112044  277744  425001  512483  535413  536990 1176893 1238385],9, 3667191,2019-02-01,1,0.6666666666666666,9,1
3789,[112041 233569 319251],3, 3461018,2019-02-01,1,0.6666666666666666,3,1
3790,[211249 954307],2, 583279 3412051 1073439,2019-02-01,1,0.6666666666666666,2,1
3791,[ 211249  490858  954307  988368  996264 1225196],6, 583279 1073439,2019-02-01,1,0.6666666666666666,6,1
3792,[ 478858 1161081],2, 991 1,2019-02-01,1,0.6666666666666666,2,1
3793,[ 230616  478858 1079952 1161081 1170800],5, 991,2019-02-01,1,0.6666666666666666,5,1
3794,[381774 900881],2, 6157591 3450010,2019-02-01,1,0.6666666666666666,2,1
3795,[ 363138  381774 1238385],3, 6157591 3461025,2019-02-01,1,0.6666666666666666,3,1
3796,[1123126 1166433],2, 6157591 6027,2019-02-01,1,0.6666666666666666,2,1
3797,[1166433 1238385],2, 6157591 3461039,2019-02-01,1,0.6666666666666666,2,1
3798,[ 148963  183398  363138  381774  900881 1123126 1166433 1238385],8, 6157591,2019-02-01,1,0.6666666666666666,8,1
3800,[355952 849340 972937],3, 3450013 3401043,2019-02-01,1,0.6666666666666666,3,1
3801,[509527 512483 849340],3, 3450013 3450014,2019-02-01,1,0.6666666666666666,3,1
3802,"[ 156096  263990  294115  355247  394148  397717  447204  455008  491449
  505859  516496  545984  556301  564592  588730  715341  842314  869407
  897079  988692 1114915 1152114 1162193 1179385 1205188 1211526]",26, 5401047,2019-02-01,1,0.6666666666666666,26,1
3803,"[ 156096  263990  294115  516496  545984  556301  564592  715341  842314
 1152114 1162193 1179385 1211526]",13, 5401047 7445935,2019-02-01,1,0.6666666666666666,13,1
3804,[397717 545984],2, 5401047 5461017,2019-02-01,1,0.6666666666666666,2,1
3805,"[ 112041  156096  195197  216255  355952  449166  460754  462055  514775
  518714  521894  578301  594239  600388  600449  622371  849340  903640
  907465  972937 1040391 1071032 1236675]",23, 3401043,2019-02-01,1,0.6666666666666666,23,1
3806,[ 355952  460754  903640 1236675],4, 3401043 12520268,2019-02-01,1,0.6666666666666666,4,1
3807,[ 903640 1236675],2, 3401043 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3808,[ 849340 1236675],2, 3401043 3450014,2019-02-01,1,0.6666666666666666,2,1
3809,[ 578301  622371  907465 1071032],4, 3401043 19419902,2019-02-01,1,0.6666666666666666,4,1
3810,"[ 113487  123777  176862  207105  216255  219159  256580  263913  275365
  278593  308169  484135  527199  594239  622371  849340 1034094 1040391
 1071032 1082406]",20, 3401042,2019-02-01,1,0.6666666666666666,20,1
3811,[ 113487  275365  484135 1071032],4, 3401042 18064205,2019-02-01,1,0.6666666666666666,4,1
3812,[484135 849340],2, 3401042 3450014,2019-02-01,1,0.6666666666666666,2,1
3813,[ 270220 1061637],2, 19419902 451 12520268,2019-02-01,1,0.6666666666666666,2,1
3814,[ 123777  622371 1071032],3, 3401042 19419902,2019-02-01,1,0.6666666666666666,3,1
3815,[ 622371 1071032],2, 3401042 3401043 19419902,2019-02-01,1,0.6666666666666666,2,1
3816,"[ 113487  116969  192624  216620  245144  305419  309153  338042  364345
  405080  410819  497696  510060  512483  520059  523273  575459  582622
  599279  621707  881754 1166433 1219843 1238198 1238385]",25, 3461039,2019-02-01,1,0.6666666666666666,25,1
3818,[523273 881754],2, 3461039 12520053,2019-02-01,1,0.6666666666666666,2,1
3819,[113487 245144 575459],3, 3461039 18064205,2019-02-01,1,0.6666666666666666,3,1
3820,[309153 338042 364345 405080 410819 512483 520059],7, 3461039 3450014,2019-02-01,1,0.6666666666666666,7,1
3822,"[ 158388  169094  193219  220023  282500  394646  424857  464167  478858
  624505  675152  723615  863192  895765 1044594 1161081 1163442]",17, 1,2019-02-01,1,0.6666666666666666,17,1
