,user_ids,support,itemsets,period,property_values,depth,size,a
2291,"[ 107030  108938  110899  114666  118478  127760  127790  133070  133113
  133892  155063  156634  187833  199984  205109  206396  235297  244827
  261384  270220  273854  275782  292347  314647  329014  353175  355050
  362310  363093  367609  368080  370988  400880  403445  421137  425954
  427096  427250  460228  464331  483533  552846  554673  573259  588437
  602580  604098  607784  612824  616689  619193  671878  681522  739860
  751640  838190  903640  915181  957469  999796 1045120 1061637 1095891
 1103098 1163691 1166148 1167207 1167617 1168767 1171591 1180756 1186493
 1198352 1205586 1218881 1229524 1236675 1237802 1239872]",79, 451 12520268,2019-02-01,1,0.6666666666666666,79,1
2292,"[ 286391  349380  378183  380150  399087  399094  421070  428202  471775
  471776  488446  508618  516578  519885  519887  520693  521191  526400
  528700  531053  542073  542084  546839  548999  549005  550799  555714
  556024  565223  567971  570490  572285  574634  596217  600449  602649
  605068  610365  616225  616635  620290  626335  680791  695135  714379
  714833  733680  734723  735292  749414  761107  779524  825189  840055
  849883  862846  891917  901480  913363  913528  934189  941597  971894
  979705  988692  993844  994488  995860  997051  998545 1007975 1014685
 1034094 1047955 1054006 1056623 1074510 1080375 1082751 1089040 1108055
 1123126 1150381 1155422 1161856 1162191 1171502 1180366 1224381]",89, 6026,2019-02-01,1,0.6666666666666666,89,1
2293,[245144 275365 353824 416623 575459],5, 3412051 18064205,2019-02-01,1,0.6666666666666666,5,1
2294,[114621 121672],2, 11420069 11421002 11461020 11462027,2019-02-01,1,0.6666666666666666,2,1
2295,[263913 416219],2, 7618315,2019-02-01,1,0.6666666666666666,2,1
2296,[490858 954307],2, 7461038 1073439 583279 7420027,2019-02-01,1,0.6666666666666666,2,1
2297,[211249 988368],2, 7461024 1073439 583279 7421004,2019-02-01,1,0.6666666666666666,2,1
2300,[114216 971894],2, 6232303,2019-02-01,1,0.6666666666666666,2,1
2301,[397717 560139],2, 5462021 5461017,2019-02-01,1,0.6666666666666666,2,1
2304,[213325 560139],2, 5450168 5461017 5450172,2019-02-01,1,0.6666666666666666,2,1
2305,[156096 497696],2, 5450160 7445935,2019-02-01,1,0.6666666666666666,2,1
2306,[1012477 1066548],2, 5450126 5461018,2019-02-01,1,0.6666666666666666,2,1
2307,[567971 596217],2, 6026 12520268,2019-02-01,1,0.6666666666666666,2,1
2308,[555714 734723 779524 994488 995860 998545],6, 6026 451,2019-02-01,1,0.6666666666666666,6,1
2309,"[ 147466  158554  160892  167298  172406  190062  191426  191954  199323
  200355  227267  250204  252326  275313  286769  307210  307299  337538
  347542  350143  351249  351525  364658  417692  439310  439351  460608
  468426  488446  495018  512746  519885  542084  555714  567971  615263
  624190  697228  719763  734723  735292  761107  779524  798831  815784
  901075  913363  915245  988692  995860  998545 1007975 1008136 1010411
 1010794 1014685 1054084 1058591 1080375 1082751 1209111 1213768 1235206
 1235962]",64, 13600075,2019-02-01,1,0.6666666666666666,64,1
2310,[167298 350143 567971],3, 13600075 12520268,2019-02-01,1,0.6666666666666666,3,1
2311,"[ 211249  245144  273829  275365  279941  306030  353824  416623  463510
  554079  575459  582622  599279  621707  632424  954307 1219843 1238198]",18, 3412051,2019-02-01,1,0.6666666666666666,18,1
2312,[ 182809 1001746 1030880],3, 7892095 7587895,2019-02-01,1,0.6666666666666666,3,1
2313,[ 545984 1211526],2, 7892095 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
2314,[ 545984  897079 1211526],3, 7892095 5401047,2019-02-01,1,0.6666666666666666,3,1
2315,[ 545984  963615 1030880],3, 7892095 5461017,2019-02-01,1,0.6666666666666666,3,1
2316,[ 545984  963615 1211526],3, 7892095 7445935,2019-02-01,1,0.6666666666666666,3,1
2317,"[ 100715  182809  263913  345837  456892  542084  545984  553832  878063
  897079  963615 1001746 1030880 1211526]",14, 7892095,2019-02-01,1,0.6666666666666666,14,1
2318,[546839 988692],2, 7587895 6027 6026,2019-02-01,1,0.6666666666666666,2,1
2319,[521183 546839 911614 988692],4, 7587895 6027,2019-02-01,1,0.6666666666666666,4,1
2320,[394148 869407 988692],3, 7587895 5401047,2019-02-01,1,0.6666666666666666,3,1
2322,[245144 275365 353824 416623 575459],5, 3412051 18064205,2019-02-01,1,0.6666666666666666,5,1
2323,[ 164593  499566  654138 1121384],4, 7587895 7445935,2019-02-01,1,0.6666666666666666,4,1
2324,[ 171222  381774  575459 1238732],4, 3461025 18064205,2019-02-01,1,0.6666666666666666,4,1
2325,"[ 171222  192562  211249  313130  337743  363138  381774  462055  575459
  626293  942898 1044697 1056623 1075098 1163180 1219843 1238385 1238732]",18, 3461025,2019-02-01,1,0.6666666666666666,18,1
2326,[518714 521894 972937],3, 6027 3401043,2019-02-01,1,0.6666666666666666,3,1
2327,[842314 988692],2, 6027 5401047 18064205,2019-02-01,1,0.6666666666666666,2,1
2329,[519885 988692],2, 6027 13600075 6026,2019-02-01,1,0.6666666666666666,2,1
2330,[ 519885  521191  528700  546839  971894  988692 1034094 1123126 1180366],9, 6027 6026,2019-02-01,1,0.6666666666666666,9,1
2331,"[ 396506  416219  518714  519885  521183  521191  521894  528700  536334
  546839  554368  565366  842314  849327  911614  971894  972937  988692
 1034094 1123126 1166433 1169908 1180366 1225196]",24, 6027,2019-02-01,1,0.6666666666666666,24,1
2332,[113487 575459],2, 2850269 3461039 18064205,2019-02-01,1,0.6666666666666666,2,1
2333,[113487 497696],2, 2850269 3461039 7445935,2019-02-01,1,0.6666666666666666,2,1
2334,[113487 116969 216620 497696 575459 881754],6, 2850269 3461039,2019-02-01,1,0.6666666666666666,6,1
2335,"[ 164593  182809  221812  265739  266087  394148  490024  499566  521183
  521885  524087  546839  654138  869407  911614  988692 1001746 1030880
 1077767 1121384]",20, 7587895,2019-02-01,1,0.6666666666666666,20,1
2336,[ 245144  575459  582622  599279  621707 1219843 1238198],7, 3412051 3461039,2019-02-01,1,0.6666666666666666,7,1
2337,[245144 575459],2, 3412051 3461039 18064205,2019-02-01,1,0.6666666666666666,2,1
2338,[554079 575459],2, 3412051 2850269,2019-02-01,1,0.6666666666666666,2,1
2339,[116969 575459],2, 3450137 2850269 3461039,2019-02-01,1,0.6666666666666666,2,1
2340,[ 575459 1155422],2, 3450137 2850269 18064205,2019-02-01,1,0.6666666666666666,2,1
2341,[ 116969  118478  369654  575459 1155422],5, 3450137 2850269,2019-02-01,1,0.6666666666666666,5,1
2342,[116969 305419 575459],3, 3450137 3461039,2019-02-01,1,0.6666666666666666,3,1
2343,[ 264552  486628  575459  986779 1155422],5, 3450137 18064205,2019-02-01,1,0.6666666666666666,5,1
2344,[118478 928890],2, 3450137 12520268,2019-02-01,1,0.6666666666666666,2,1
2345,"[ 112044  116969  118478  162585  183398  233569  264552  285430  305419
  313130  357076  369654  451646  486628  526900  575459  818643  928890
  986779 1044697 1078607 1155422 1163180]",23, 3450137,2019-02-01,1,0.6666666666666666,23,1
2346,[ 565366  971894  972937 1166433],4, 3450013 6027,2019-02-01,1,0.6666666666666666,4,1
2348,[ 512483  523273 1166433],3, 3450013 3461039,2019-02-01,1,0.6666666666666666,3,1
2349,[123777 849340],2, 3450013 3401042,2019-02-01,1,0.6666666666666666,2,1
2350,[355952 849340 972937],3, 3450013 3401043,2019-02-01,1,0.6666666666666666,3,1
2351,[123777 199673],2, 3450013 19419902,2019-02-01,1,0.6666666666666666,2,1
2352,[509527 512483 849340],3, 3450013 3450014,2019-02-01,1,0.6666666666666666,3,1
2353,[158939 171222],2, 3450013 18064205,2019-02-01,1,0.6666666666666666,2,1
2354,[305678 523273],2, 3450013 12520053,2019-02-01,1,0.6666666666666666,2,1
2355,[123777 355952 512483 523273 552778],5, 3450013 12520268,2019-02-01,1,0.6666666666666666,5,1
2356,"[ 123777  158939  162585  171222  179988  199673  258523  277744  305678
  355952  449743  509527  512483  523273  552778  565366  791569  849340
  971894  972937 1166433 1200584]",22, 3450013,2019-02-01,1,0.6666666666666666,22,1
2357,[ 230124  328201  337592  533301  547651  579539 1197110 1240402 1245083],9, 100,2019-02-01,1,0.6666666666666666,9,1
2358,[545984 963615],2, 7770415 7892095 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
2359,[156096 545984],2, 7770415 5401047 7445935,2019-02-01,1,0.6666666666666666,2,1
2360,[326603 468837 526399 545984 727418 963615],6, 7770415 5461017 7445935,2019-02-01,1,0.6666666666666666,6,1
2361,"[ 156096  245887  326603  342631  468837  526399  545984  658850  719763
  727418  751399  963615 1066548]",13, 7770415 7445935,2019-02-01,1,0.6666666666666666,13,1
2362,"[ 156096  182205  188513  245887  326603  342631  348456  399284  468837
  526399  545984  616225  658850  719763  727418  751399  883094  946483
  963615 1066548]",20, 7770415,2019-02-01,1,0.6666666666666666,20,1
2363,[ 211249  575459 1219843],3, 3412051 3461025,2019-02-01,1,0.6666666666666666,3,1
2364,[112041 449166],2, 2850269 3401043,2019-02-01,1,0.6666666666666666,2,1
2365,[153963 727418],2, 5430306 7445935,2019-02-01,1,0.6666666666666666,2,1
2366,[ 113487  171222  425001  575459 1155422 1185744],6, 2850269 18064205,2019-02-01,1,0.6666666666666666,6,1
2367,[1123126 1155422],2, 2850269 6026,2019-02-01,1,0.6666666666666666,2,1
2368,"[ 101532  146883  270220  309153  338042  364345  381774  391033  405080
  410819  425001  453193  465158  484135  509527  512483  520059  599727
  688336  819320  849340  872971  884582 1201555 1236675]",25, 3450014,2019-02-01,1,0.6666666666666666,25,1
2369,[188938 416623],2, 12520046 12520053,2019-02-01,1,0.6666666666666666,2,1
2370,[127760 187833],2, 12520046 451 12520268,2019-02-01,1,0.6666666666666666,2,1
2371,[ 127760  187833  191561  193871 1204127],5, 12520046 451,2019-02-01,1,0.6666666666666666,5,1
2372,[127760 187833 276679 424345 436986],5, 12520046 12520268,2019-02-01,1,0.6666666666666666,5,1
2373,"[ 127760  138886  140234  156644  187833  188938  191561  191954  193871
  195071  197297  204037  265739  276679  290405  298426  369572  416623
  424345  436986  457287  461571  471874  514775  553406  600867  609082
  621991  717413  766837  784957  794349  905059  936719  955102  983606
 1204127 1238124]",38, 12520046,2019-02-01,1,0.6666666666666666,38,1
2375,[113487 245887 842314 847660],4, 18064205 7445935,2019-02-01,1,0.6666666666666666,4,1
2376,[ 988692 1155422],2, 18064205 6026,2019-02-01,1,0.6666666666666666,2,1
2377,"[ 113487  148963  158939  171222  245144  245887  264552  275365  280994
  343979  353824  381774  416623  425001  446165  484135  486628  507317
  536990  575459  819320  842314  847660  986779  988692 1071032 1155422
 1185744 1238732]",29, 18064205,2019-02-01,1,0.6666666666666666,29,1
2378,"[ 204504  326603  468837  497696  526399  541029  545984  727418  963615
 1038069]",10, 5461017 7445935,2019-02-01,1,0.6666666666666666,10,1
2379,[ 270220  410819  453193  512483 1236675],5, 3450014 12520268,2019-02-01,1,0.6666666666666666,5,1
2380,"[ 204504  213325  247885  266087  278275  307210  326603  332928  365690
  397717  468837  497696  526399  531392  532387  541029  545984  560139
  727418  791944  830201  947256  963615 1012477 1025324 1030880 1038069
 1075943 1180366]",29, 5461017,2019-02-01,1,0.6666666666666666,29,1
2381,"[ 121672  123501  145004  148963  156694  188938  200047  239412  244651
  267737  270380  275025  280156  284655  305678  306257  313143  335334
  338862  342442  396038  400153  416623  472019  482225  483161  484042
  493340  523273  541094  619810  622174  698889  741648  869407  881754
  894384  899725  905130  969236  976710  978552  983287 1002608 1058727
 1163690 1218994 1242367]",48, 12520053,2019-02-01,1,0.6666666666666666,48,1
2382,[520041 540247],2, 12520039 7445935,2019-02-01,1,0.6666666666666666,2,1
2383,[ 244024  410819  716317  745419 1221274],5, 12520039 12520268,2019-02-01,1,0.6666666666666666,5,1
2384,"[ 153949  175869  176862  244024  248801  274394  277989  296604  316303
  324156  326292  328330  335918  342338  358331  370216  372592  376377
  387480  392032  402886  410819  416555  472987  483143  485938  520041
  532334  540247  540732  589776  590154  594535  597177  616105  673228
  716317  733249  740786  745419  768575  776578  877973  882992  936719
  947530  979506  984203  995709 1052176 1062852 1074731 1086766 1097548
 1159132 1187832 1213768 1221274 1244683]",59, 12520039,2019-02-01,1,0.6666666666666666,59,1
2385,[519887 862846 934189],3, 7445935 6026,2019-02-01,1,0.6666666666666666,3,1
2386,[356672 526399],2, 7445935 451,2019-02-01,1,0.6666666666666666,2,1
2388,"[ 113487  119454  153963  156096  164593  184920  204037  204504  225621
  241017  245887  263990  268854  294115  314234  326603  342631  348255
  356672  393703  416219  463510  468837  497696  499566  516496  517260
  517522  518902  519887  520041  526399  540247  541029  545984  548624
  556301  564592  584447  613804  622027  654138  658850  715341  719763
  727418  751399  802579  824247  842314  847660  862846  934189  963615
  984430 1015344 1038069 1066548 1121384 1152114 1162193 1179385 1211526
 1241616]",64, 7445935,2019-02-01,1,0.6666666666666666,64,1
2389,[555714 734723 779524 995860 998545],5, 13600075 6026 451,2019-02-01,1,0.6666666666666666,5,1
2390,"[ 488446  519885  542084  555714  567971  734723  735292  761107  779524
  913363  988692  995860  998545 1007975 1014685 1080375 1082751]",17, 13600075 6026,2019-02-01,1,0.6666666666666666,17,1
2391,[ 250204  555714  734723  779524  995860  998545 1058591 1235206],8, 13600075 451,2019-02-01,1,0.6666666666666666,8,1
2393,[ 270220  381774 1236675],3, 3450014 451,2019-02-01,1,0.6666666666666666,3,1
2394,[ 270220 1236675],2, 3450014 451 12520268,2019-02-01,1,0.6666666666666666,2,1
2395,[381774 425001 484135 819320],4, 3450014 18064205,2019-02-01,1,0.6666666666666666,4,1
2396,"[ 112041  113487  116969  118478  171222  216620  307210  369654  425001
  443409  449166  497696  510886  538673  554079  575459  881754  901873
 1039101 1123126 1155422 1176893 1185744]",23, 2850269,2019-02-01,1,0.6666666666666666,23,1
2397,"[ 158388  169094  193219  220023  282500  394646  424857  464167  478858
  624505  675152  723615  863192  895765 1044594 1161081 1163442]",17, 1,2019-02-01,1,0.6666666666666666,17,1
2399,[309153 338042 364345 405080 410819 512483 520059],7, 3461039 3450014,2019-02-01,1,0.6666666666666666,7,1
2400,[113487 245144 575459],3, 3461039 18064205,2019-02-01,1,0.6666666666666666,3,1
2401,[523273 881754],2, 3461039 12520053,2019-02-01,1,0.6666666666666666,2,1
2403,"[ 113487  116969  192624  216620  245144  305419  309153  338042  364345
  405080  410819  497696  510060  512483  520059  523273  575459  582622
  599279  621707  881754 1166433 1219843 1238198 1238385]",25, 3461039,2019-02-01,1,0.6666666666666666,25,1
2404,[ 622371 1071032],2, 3401042 3401043 19419902,2019-02-01,1,0.6666666666666666,2,1
2405,[ 216255  594239  622371  849340 1040391 1071032],6, 3401042 3401043,2019-02-01,1,0.6666666666666666,6,1
2406,[ 123777  622371 1071032],3, 3401042 19419902,2019-02-01,1,0.6666666666666666,3,1
2407,[484135 849340],2, 3401042 3450014,2019-02-01,1,0.6666666666666666,2,1
2408,[ 113487  275365  484135 1071032],4, 3401042 18064205,2019-02-01,1,0.6666666666666666,4,1
2409,"[ 113487  123777  176862  207105  216255  219159  256580  263913  275365
  278593  308169  484135  527199  594239  622371  849340 1034094 1040391
 1071032 1082406]",20, 3401042,2019-02-01,1,0.6666666666666666,20,1
2410,[ 578301  622371  907465 1071032],4, 3401043 19419902,2019-02-01,1,0.6666666666666666,4,1
2411,[ 849340 1236675],2, 3401043 3450014,2019-02-01,1,0.6666666666666666,2,1
2412,[ 903640 1236675],2, 3401043 451 12520268,2019-02-01,1,0.6666666666666666,2,1
2413,[ 355952  460754  903640 1236675],4, 3401043 12520268,2019-02-01,1,0.6666666666666666,4,1
2414,"[ 112041  156096  195197  216255  355952  449166  460754  462055  514775
  518714  521894  578301  594239  600388  600449  622371  849340  903640
  907465  972937 1040391 1071032 1236675]",23, 3401043,2019-02-01,1,0.6666666666666666,23,1
2415,[397717 545984],2, 5401047 5461017,2019-02-01,1,0.6666666666666666,2,1
2416,"[ 156096  263990  294115  516496  545984  556301  564592  715341  842314
 1152114 1162193 1179385 1211526]",13, 5401047 7445935,2019-02-01,1,0.6666666666666666,13,1
2417,"[ 156096  263990  294115  355247  394148  397717  447204  455008  491449
  505859  516496  545984  556301  564592  588730  715341  842314  869407
  897079  988692 1114915 1152114 1162193 1179385 1205188 1211526]",26, 5401047,2019-02-01,1,0.6666666666666666,26,1
2418,[ 270220 1061637],2, 19419902 451 12520268,2019-02-01,1,0.6666666666666666,2,1
2419,[ 123777  270220 1061637],3, 19419902 12520268,2019-02-01,1,0.6666666666666666,3,1
2420,"[ 111958  123777  199673  270220  399691  480562  493984  578301  608651
  622371  907465  953767 1061637 1071032 1123126]",15, 19419902,2019-02-01,1,0.6666666666666666,15,1
2421,[307210 497696],2, 2850269 5461017,2019-02-01,1,0.6666666666666666,2,1
2422,[ 468837 1012477],2, 5430299 5461017 5430258,2019-02-01,1,0.6666666666666666,2,1
2423,[468837 910238],2, 5430243,2019-02-01,1,0.6666666666666666,2,1
2424,[204504 468837],2, 5412090 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
2425,[ 275365  520041  806597 1185744 1237545],5, 3451004,2019-02-01,1,0.6666666666666666,5,1
2426,[1034094 1047955 1171502],3, 1212002 6026,2019-02-01,1,0.6666666666666666,3,1
2427,[ 201250  323823 1034094 1047955 1171502],5, 1212002,2019-02-01,1,0.6666666666666666,5,1
2428,[127376 550387],2, 744,2019-02-01,1,0.6666666666666666,2,1
2430,[144811 547651 632799],3, 650,2019-02-01,1,0.6666666666666666,3,1
2431,[ 172406 1181655],2, 13600022,2019-02-01,1,0.6666666666666666,2,1
2432,[ 175869  483161  664576  908210 1071032 1086295],6, 8001993,2019-02-01,1,0.6666666666666666,6,1
2433,[307210 332928],2, 7739995 5461017,2019-02-01,1,0.6666666666666666,2,1
2434,[ 182290  307210  332928  428202  946483 1012154],6, 7739995,2019-02-01,1,0.6666666666666666,6,1
2438,[541029 581812],2, 5470002 5450138,2019-02-01,1,0.6666666666666666,2,1
2439,[483786 541029 542084 581812 621175],5, 5470002,2019-02-01,1,0.6666666666666666,5,1
2442,[245887 278275 400722 735292 946483],5, 5461033,2019-02-01,1,0.6666666666666666,5,1
2443,[947256 963615],2, 5450171 7719715 5461017,2019-02-01,1,0.6666666666666666,2,1
2444,[ 963615 1066548],2, 5450171 5461018 7770415 7445935,2019-02-01,1,0.6666666666666666,2,1
2445,[ 314234  963615 1066548],3, 5450171 5461018 7445935,2019-02-01,1,0.6666666666666666,3,1
2446,[ 946483  963615 1066548],3, 5450171 7770415,2019-02-01,1,0.6666666666666666,3,1
2447,[ 314234  333054  946483  947256  963615 1066548],6, 5450171,2019-02-01,1,0.6666666666666666,6,1
2450,[ 307210  819320  842314 1034094 1155422],5, 3461029,2019-02-01,1,0.6666666666666666,5,1
2451,[1034094 1155422],2, 3461029 6026,2019-02-01,1,0.6666666666666666,2,1
2452,[ 819320  842314 1155422],3, 3461029 18064205,2019-02-01,1,0.6666666666666666,3,1
2453,[ 100270  123777  353744  449166 1044697],5, 7231117,2019-02-01,1,0.6666666666666666,5,1
2454,[359175 447204],2, 5462010 5450138,2019-02-01,1,0.6666666666666666,2,1
2455,[263990 447204],2, 5462010 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
2456,[263990 265739 323540 359175 447204],5, 5462010,2019-02-01,1,0.6666666666666666,5,1
2457,[153963 156096 314234],3, 5461031 7445935,2019-02-01,1,0.6666666666666666,3,1
2458,[153963 156096 314234 483786 521191],5, 5461031,2019-02-01,1,0.6666666666666666,5,1
2460,[1205188 1241616],2, 5461015 5450142,2019-02-01,1,0.6666666666666666,2,1
2462,[ 284980  314234  332850 1205188 1241616],5, 5461015,2019-02-01,1,0.6666666666666666,5,1
2463,[141642 963615],2, 5450173 5450138 5461018 7719715,2019-02-01,1,0.6666666666666666,2,1
2465,[204037 847660],2, 5430283 7445935,2019-02-01,1,0.6666666666666666,2,1
2466,[204037 284980 345837 847660],4, 5430283,2019-02-01,1,0.6666666666666666,4,1
2467,[ 447204 1211526],2, 5430114 5401051 5401047,2019-02-01,1,0.6666666666666666,2,1
2468,[447204 498225],2, 5430114 5450138,2019-02-01,1,0.6666666666666666,2,1
2469,[1066548 1211526],2, 5430114 7445935,2019-02-01,1,0.6666666666666666,2,1
2470,[ 447204  498225  910238 1066548 1211526],5, 5430114,2019-02-01,1,0.6666666666666666,5,1
2471,[310619 468837 993844],3, 5412087,2019-02-01,1,0.6666666666666666,3,1
2473,[536334 911614 971894],3, 3461030 6027,2019-02-01,1,0.6666666666666666,3,1
2474,[536334 745257 911614 971894],4, 3461030,2019-02-01,1,0.6666666666666666,4,1
2475,[ 842314 1155422],2, 3461029 3430236 18064205,2019-02-01,1,0.6666666666666666,2,1
2476,[ 842314 1034094],2, 3461029 6027,2019-02-01,1,0.6666666666666666,2,1
2477,[ 307210 1155422],2, 3461029 2850269,2019-02-01,1,0.6666666666666666,2,1
2478,[ 278275  307210 1025324],3, 5450139 5461017,2019-02-01,1,0.6666666666666666,3,1
2479,[ 130053  278275  307210  399284  994183 1025324],6, 5450139,2019-02-01,1,0.6666666666666666,6,1
2480,[263990 491449],2, 4028299 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
2481,[204504 332928],2, 4028299 5461017,2019-02-01,1,0.6666666666666666,2,1
2482,[ 616225 1180366],2, 8125295 6026,2019-02-01,1,0.6666666666666666,2,1
2483,[ 182809  263990  616225  897079  948265 1001746 1180366],7, 8125295,2019-02-01,1,0.6666666666666666,7,1
2484,[ 468837  560139 1030880],3, 5412092 5461017,2019-02-01,1,0.6666666666666666,3,1
2485,[119454 314234 468837],3, 5412092 7445935,2019-02-01,1,0.6666666666666666,3,1
2486,[ 119454  314234  447204  468837  560139 1030880],6, 5412092,2019-02-01,1,0.6666666666666666,6,1
2487,[149579 381774],2, 3461026 3450010,2019-02-01,1,0.6666666666666666,2,1
2489,[264552 275365 381774],3, 3461026 18064205,2019-02-01,1,0.6666666666666666,3,1
2490,[381774 734723],2, 3461026 451,2019-02-01,1,0.6666666666666666,2,1
2491,[149579 207105 264552 275365 381774 734723 972937],7, 3461026,2019-02-01,1,0.6666666666666666,7,1
2493,[353824 575459],2, 3461005 3412051 18064205,2019-02-01,1,0.6666666666666666,2,1
2494,[363138 575459],2, 3461005 3461025,2019-02-01,1,0.6666666666666666,2,1
2495,[ 575459 1123126],2, 3461005 2850269,2019-02-01,1,0.6666666666666666,2,1
2496,[158939 245887 343979 353824 575459],5, 3461005 18064205,2019-02-01,1,0.6666666666666666,5,1
2497,[ 158939  245887  343979  353824  363138  575459 1123126],7, 3461005,2019-02-01,1,0.6666666666666666,7,1
2499,[116969 357076],2, 3450021 3450137,2019-02-01,1,0.6666666666666666,2,1
2500,[116969 425001],2, 3450021 2850269,2019-02-01,1,0.6666666666666666,2,1
2501,[116969 258523 357076 425001 900881],5, 3450021,2019-02-01,1,0.6666666666666666,5,1
2502,[ 199911  447204  533279 1100051 1206265],5, 1061975,2019-02-01,1,0.6666666666666666,5,1
2504,[654138 911614],2, 7598035 5461035 7587895,2019-02-01,1,0.6666666666666666,2,1
2505,[ 524087  911614 1077767],3, 7598035 8287519 7587895,2019-02-01,1,0.6666666666666666,3,1
2506,[ 348456  524087  911614 1077767],4, 7598035 8287519,2019-02-01,1,0.6666666666666666,4,1
2507,[263990 897079],2, 8125295 5401047,2019-02-01,1,0.6666666666666666,2,1
2508,[ 119454  584447  862846  963615 1038069],5, 7699435 7445935,2019-02-01,1,0.6666666666666666,5,1
2509,[ 182809  897079 1001746],3, 8125295 7892095,2019-02-01,1,0.6666666666666666,3,1
2510,[263990 616225],2, 8125295 5401046,2019-02-01,1,0.6666666666666666,2,1
2511,[204504 263990],2, 4028299 7445935,2019-02-01,1,0.6666666666666666,2,1
2512,[204504 263990 332928 348456 491449],5, 4028299,2019-02-01,1,0.6666666666666666,5,1
2514,[112044 986779],2, 3461040 3450137,2019-02-01,1,0.6666666666666666,2,1
2516,[ 112044  449166  463510  688336  986779 1039101],6, 3461040,2019-02-01,1,0.6666666666666666,6,1
2518,[ 192562  514044 1218881 1237545],4, 3461006,2019-02-01,1,0.6666666666666666,4,1
2519,[ 116969  510060 1238385],3, 3430256 3461039,2019-02-01,1,0.6666666666666666,3,1
2520,[ 116969  510060  515368  880018 1238385],5, 3430256,2019-02-01,1,0.6666666666666666,5,1
2521,[599279 880018],2, 3430254,2019-02-01,1,0.6666666666666666,2,1
2523,[ 113487 1238385],2, 3412057 3461039,2019-02-01,1,0.6666666666666666,2,1
2524,[ 113487  319251  626293 1075098 1238385],5, 3412057,2019-02-01,1,0.6666666666666666,5,1
2525,[ 849340 1155422],2, 3401040 3430236,2019-02-01,1,0.6666666666666666,2,1
2526,[1039101 1155422],2, 3401040 2850269,2019-02-01,1,0.6666666666666666,2,1
2527,[ 514044  608770  760414  849340 1039101 1155422],6, 3401040,2019-02-01,1,0.6666666666666666,6,1
2528,[116969 117086 526949 948905],4, 237666,2019-02-01,1,0.6666666666666666,4,1
2529,[123344 439351 895569],3, 16070,2019-02-01,1,0.6666666666666666,3,1
2530,[305264 485071],2, 1964,2019-02-01,1,0.6666666666666666,2,1
2531,[ 240504  243447  810351 1218676],4, 750,2019-02-01,1,0.6666666666666666,4,1
2532,[298935 437011 484505 484507 787826 958732],6, 459,2019-02-01,1,0.6666666666666666,6,1
2533,[ 106845  178751  306942  335481 1195699 1218965],6, 104,2019-02-01,1,0.6666666666666666,6,1
2534,[216555 419368 592368 796107],4, 3,2019-02-01,1,0.6666666666666666,4,1
2535,[114621 121672 323540 394148 543699],5, 11421002,2019-02-01,1,0.6666666666666666,5,1
2536,[ 182809 1001746],2, 8125295 7892095 7587895,2019-02-01,1,0.6666666666666666,2,1
2537,[ 313130  575459 1044697 1163180],4, 3450137 3461025,2019-02-01,1,0.6666666666666666,4,1
2538,[ 963615 1038069],2, 7699435 5450141 7445935 5461017 5461018,2019-02-01,1,0.6666666666666666,2,1
2541,[ 134419 1016068],2, 5,2019-02-01,1,0.6666666666666666,2,1
2542,[110899 453193],2, 12520015 12520268,2019-02-01,1,0.6666666666666666,2,1
2543,[110899 453193 540247],3, 12520015,2019-02-01,1,0.6666666666666666,3,1
2544,[341866 456892 516496],3, 8005017,2019-02-01,1,0.6666666666666666,3,1
2545,[ 490858  954307 1225196],3, 7420027 1073439 583279,2019-02-01,1,0.6666666666666666,3,1
2549,[546839 616225],2, 5462025 6026,2019-02-01,1,0.6666666666666666,2,1
2550,[355247 546839 616225],3, 5462025,2019-02-01,1,0.6666666666666666,3,1
2552,[119454 122130 188513],3, 5461030,2019-02-01,1,0.6666666666666666,3,1
2553,[622027 862846],2, 5461019 7445935,2019-02-01,1,0.6666666666666666,2,1
2554,[622027 862846 910238],3, 5461019,2019-02-01,1,0.6666666666666666,3,1
2556,[468837 963615],2, 5430307 7770415 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
2557,[468837 948265 963615],3, 5430307,2019-02-01,1,0.6666666666666666,3,1
2558,[ 560139 1030880],2, 5430305 5461017 5412092,2019-02-01,1,0.6666666666666666,2,1
2559,[ 314234  560139 1030880],3, 5430305 5412092,2019-02-01,1,0.6666666666666666,3,1
2560,[ 400722  517522 1114915],3, 5430302,2019-02-01,1,0.6666666666666666,3,1
2561,[468837 516496],2, 5430259 7445935,2019-02-01,1,0.6666666666666666,2,1
2564,[ 182290  537145 1066548],3, 5461026,2019-02-01,1,0.6666666666666666,3,1
2565,[300145 464781],2, 199,2019-02-01,1,0.6666666666666666,2,1
2566,[706051 927882],2, 282,2019-02-01,1,0.6666666666666666,2,1
2567,[ 474598 1000212],2, 420,2019-02-01,1,0.6666666666666666,2,1
2568,[182290 545984],2, 5412080,2019-02-01,1,0.6666666666666666,2,1
2570,[ 263913 1218994],2, 5401038,2019-02-01,1,0.6666666666666666,2,1
