,user_ids,support,itemsets,period,property_values,depth,size,STATION_MGT_TYPE
183,[151412 263990 526750 544077 885525],5, 1073439 583279,2018-04-01,COCO,0.4117647058823529,5,COCO
184,[303934 320316 510060 518902 745257],5, 3461039 2850269,2018-04-01,COCO,0.4117647058823529,5,COCO
185,[427779 471775 505859 842240 963615],5, 7719715 6033,2018-04-01,COCO,0.4117647058823529,5,COCO
186,[ 143054  216501  309153  626293 1067387 1069245],6, 3461025 3450014,2018-04-01,COCO,0.4117647058823529,6,COCO
187,[ 309153  343979  419062  544077 1069245],5, 4159045 3450014,2018-04-01,COCO,0.4117647058823529,5,COCO
188,[ 419062  544077  746592  872971 1069245],5, 3450042 3450014,2018-04-01,COCO,0.4117647058823529,5,COCO
189,"[ 416219  428202  468837  526400  528700  578639  616565  619437  734723
  752568  849812  913363  913872  979729  988692  989025  993844  995860
 1007975 1008376 1014685 1036452 1037646 1040091 1045705 1047955 1048011
 1058591 1060608 1082751]",30, 13600075 6026,2018-04-01,COCO,0.4117647058823529,30,COCO
190,[519885 616565 716325 734723 988692 998545],6, 13600075 451,2018-04-01,COCO,0.4117647058823529,6,COCO
191,"[ 416219  471775  521931  553832  842240  913872  953725  963615  971686
 1040091]",10, 7445935 6026,2018-04-01,COCO,0.4117647058823529,10,COCO
192,[416219 418129 471775 518892 842240 953725 963615 971686 971894],9, 6033 6026,2018-04-01,COCO,0.4117647058823529,9,COCO
193,[416219 471775 842240 953725 963615 971686],6, 6033 7445935 6026,2018-04-01,COCO,0.4117647058823529,6,COCO
194,[101763 216501 263990 309153 347161],5, 3461025 18064205,2018-04-01,COCO,0.4117647058823529,5,COCO
195,[416219 471775 521931 616225 619437 849812 971894],7, 5401047 6026,2018-04-01,COCO,0.4117647058823529,7,COCO
196,"[281283 416219 471775 505859 518902 519887 531392 842240 916838 953725
 963615 971686]",12, 6033 7445935,2018-04-01,COCO,0.4117647058823529,12,COCO
197,[281283 416219 455008 471775 505859 519887 563837 916838 971894],9, 5401047 6033,2018-04-01,COCO,0.4117647058823529,9,COCO
