,user_ids,support,itemsets,period,property_values,depth,size,AGE
156,"[ 147458  164050  219595  222253  264871  370884  476854  528196  554195
  565071  807842 1041714]",12, 5430168 7445935,2018-01-01,50-65,0.0,12,50-65
157,"[ 122586  179654  186063  199787  200393  260536  399400  465787  512790
  528371  568551  617315  727418  889620  912197 1025341]",16, 11420065 11421002,2018-01-01,50-65,0.0,16,50-65
158,"[ 122586  131007  406229  409911  430673  564779  859944  941284  958235
 1038825]",10, 11420066 11462027 11421002,2018-01-01,50-65,0.0,10,50-65
159,"[ 122586  131007  156442  179654  260536  266337  564779  859944  903140
  958235  986957 1025341]",12, 11461020 11462027 11421002,2018-01-01,50-65,0.0,12,50-65
160,"[ 146600  247810  362482  374066  462524  536322  565071  596746  649408
  776820  845498 1027553]",12, 5470002 7445935,2018-01-01,50-65,0.0,12,50-65
161,[136814 218821 221418 403941 416321 453036 542086 602313 815076 849610],10, 8287519 5401047,2018-01-01,50-65,0.0,10,50-65
162,"[ 106937  125321  176940  181978  286226  347643  479940  548014  607010
  902406  942807  982345  982533 1042106]",14, 7770415 5450078,2018-01-01,50-65,0.0,14,50-65
163,"[ 211124  229387  246580  277744  309153  328728  418480  467354  568502
  585299  786522  911807 1019156]",13, 3450011 3461025,2018-01-01,50-65,0.0,13,50-65
164,"[115586 146903 183151 309153 389537 585299 624733 831739 911807 914110
 927257]",11, 3450011 3450014,2018-01-01,50-65,0.0,11,50-65
165,"[107467 121517 186396 229387 245151 276493 282284 302612 327176 493869
 521587 532504 554195 831739 838152]",15, 3450011 3461039,2018-01-01,50-65,0.0,15,50-65
166,"[ 102255  158500  172230  173260  207934  229387  244081  276493  277744
  467354  518935  521587  548013  562894  568502  831739  904157  911807
  927257 1019156]",20, 3450011 18064205,2018-01-01,50-65,0.0,20,50-65
167,[389537 493869 518935 536343 548013 554195 558580 585299 786522 831739],10, 3450011 6026,2018-01-01,50-65,0.0,10,50-65
168,"[ 108395  227879  237910  254691  269499  291158  371593  388517  592890
  626266  792585  809878  911830 1017531 1023595]",15, 5450076 7719715,2018-01-01,50-65,0.0,15,50-65
169,"[ 119675  163515  173522  237910  286226  354620  388517  537966  583876
  809878  811391  911830  952703  953567  972607 1004556 1038327]",17, 5450076 5461017,2018-01-01,50-65,0.0,17,50-65
170,"[108395 108566 159351 199517 211249 214327 227879 254691 291158 378990
 415353 485998 972607]",13, 5450076 5461018,2018-01-01,50-65,0.0,13,50-65
171,"[ 133216  169511  337699  341239  347643  453036  485355  542086  567410
  606010  726618  794732 1006581 1030230 1043600]",15, 5401047 7892095,2018-01-01,50-65,0.0,15,50-65
172,"[240524 251532 330720 347643 366953 374353 546837 573797 596746 602313
 726618 913356 914902]",13, 5401047 5401046,2018-01-01,50-65,0.0,13,50-65
173,"[ 133188  133216  176214  207287  217515  247810  250021  251532  266878
  288882  303335  340458  347643  396497  416321  519484  545324  546837
  596746  602313  630496  651557  845498  849610  988513 1008295 1014301
 1026248 1043600]",29, 5401047 7445935,2018-01-01,50-65,0.0,29,50-65
174,[100562 127766 150173 238728 418480 439421 463828 517238 585751 787904],10, 2850269 3461023,2018-01-01,50-65,0.0,10,50-65
175,"[ 150173  199517  236457  246580  254536  255226  289216  349174  418480
  453037  542933  787904 1008762 1050474]",14, 2850269 3430026,2018-01-01,50-65,0.0,14,50-65
176,"[199517 220044 238728 246580 255226 275644 291158 308942 317995 327099
 328728 349174 385455 418480 453037 467354]",16, 2850269 3461025,2018-01-01,50-65,0.0,16,50-65
177,"[ 218740  238728  254536  284718  289216  327099  330958  355732  359499
  377916  396122  453037  517238  569241  581804  760325  771309  831739
  919230 1058237]",20, 2850269 3461039,2018-01-01,50-65,0.0,20,50-65
178,"[ 100562  144641  218740  220044  275644  291158  349174  385455  387220
  439421  467354  569241  760325  771309  787904  831739  912934 1054907]",18, 2850269 18064205,2018-01-01,50-65,0.0,18,50-65
179,"[ 100143  112638  122693  128108  150173  173522  189611  191786  211249
  238728  239835  244081  263990  275373  317995  328260  355286  385455
  399429  416488  426784  473071  474655  522456  527222  549011  562532
  575459  645689  684301  813631  826642  841806  871376  879896  908366
  908482  917112  948191  966950  969911  994013  999234 1001104 1006740
 1018546 1054881]",47, 1073439 583279,2018-01-01,50-65,0.0,47,50-65
180,"[ 104626  112823  172691  280802  366465  392675  404669  495397  571917
  618719  619785  623133  830137  897644  973797 1017582 1018054]",17, 11679 13600075,2018-01-01,50-65,0.0,17,50-65
181,"[ 127760  133216  183799  219595  244822  288860  322977  347643  474114
  528371 1001837 1026911 1043600]",13, 7892095 7445935,2018-01-01,50-65,0.0,13,50-65
182,"[ 113794  132447  195830  204029  222815  232013  237910  280105  322466
  370884  388517  453595  476854  489426  809878  820301  911830 1030615]",18, 7719715 5461017,2018-01-01,50-65,0.0,18,50-65
183,"[ 105314  108395  121955  204029  227879  244081  254691  291158  356883
  370884  470627  489426  493446  520696  548862  552760  649408 1023942]",18, 7719715 5461018,2018-01-01,50-65,0.0,18,50-65
184,"[105314 144018 163525 195830 237910 248633 254691 322466 322977 343960
 370884 470296 476854 548862 649408 809878 820301 912209]",18, 7719715 7445935,2018-01-01,50-65,0.0,18,50-65
185,"[ 112907  172355  219595  244822  251532  263913  347643  397849  472712
  474114  518906  526401  540502  546837  596746  602313  611147  617207
  715537  780794  828517  882460  937263  964077 1031083]",25, 5401046 7445935,2018-01-01,50-65,0.0,25,50-65
186,"[ 105314  117674  219595  303819  343960  404346  411979  554910  555806
  561726  565681  807842  845498  973928 1041714]",15, 5450090 7445935,2018-01-01,50-65,0.0,15,50-65
187,"[ 105314  115006  192000  199517  291158  356883  404346  411979  489426
  571499  624733  635606  807842  814300  973928 1018054 1054154]",17, 5450090 5461018,2018-01-01,50-65,0.0,17,50-65
188,"[ 117674  131411  176317  303819  411979  454143  489426  555806  565681
  840071  952703  953567 1055036]",13, 5450090 5461017,2018-01-01,50-65,0.0,13,50-65
189,"[ 105314  168268  291158  343960  356883  489426  523258  666552  798640
 1017531]",10, 5450090 7719715,2018-01-01,50-65,0.0,10,50-65
190,"[112393 159351 163515 211249 214327 254691 286226 291158 415353 485998
 811391]",11, 7770415 5450076,2018-01-01,50-65,0.0,11,50-65
191,"[117674 128350 163515 176940 286226 347643 411979 479940 548014 811391
 878730]",11, 7770415 5461017,2018-01-01,50-65,0.0,11,50-65
192,"[ 159351  161560  176940  180618  181978  207522  209983  211249  214327
  226528  246729  254691  264871  291158  411979  415353  485998  613109
  649408  878730  982345 1054154]",22, 7770415 5461018,2018-01-01,50-65,0.0,22,50-65
193,"[117674 123476 128350 163515 176940 209983 226528 254691 264871 347643
 411979 479940 540569 613109 649408 902406 942807 982345]",18, 7770415 7445935,2018-01-01,50-65,0.0,18,50-65
194,[123476 280794 315705 363683 540569 607010 613109 942807 982345 982533],10, 7770415 6026,2018-01-01,50-65,0.0,10,50-65
195,"[ 100189  113794  119675  158053  176940  185114  188147  196163  228413
  264840  275534  368853  411979  559738  569180  806155  865657  908227
 1004556 1030615]",20, 5450086 5461017,2018-01-01,50-65,0.0,20,50-65
196,"[121955 176940 177513 244081 270334 296374 411979 493446 552760 649408
 953408]",11, 5450086 5461018,2018-01-01,50-65,0.0,11,50-65
197,"[133216 156917 158053 176940 177513 270334 296374 411979 569180 621641
 649408 908227]",12, 5450086 7445935,2018-01-01,50-65,0.0,12,50-65
198,"[ 205486  240583  300358  343067  407567  431899  554356  619792  673330
  900811 1050474]",11, 3461003 3450013,2018-01-01,50-65,0.0,11,50-65
199,"[ 126501  222253  224128  242901  399106  407567  431899  500227  518751
  562894  568563  619792  741610  760325  778192 1018546]",16, 3461003 18064205,2018-01-01,50-65,0.0,16,50-65
200,"[ 161560  181978  254691  264871  316684  319251  464461  526391  624733
  851130 1023942]",11, 5450079 5461018,2018-01-01,50-65,0.0,11,50-65
201,[283251 326366 565366 600984 606289 613110 677146 744113 774665 846428],10, 5461031 7750135,2018-01-01,35-49,0.0,10,35-49
202,"[ 123476  147458  254691  258554  264871  347643  516578  518760  720747
  820301  912209  936300 1016010]",13, 5450079 7445935,2018-01-01,50-65,0.0,13,50-65
203,"[133216 247810 251532 303335 403941 453036 542086 567410 596746 849610
 913356 914902]",12, 7587895 5401047,2018-01-01,50-65,0.0,12,50-65
204,"[ 102294  110302  133216  158639  163515  247810  251532  303335  423653
  511464  518876  537367  552178  596746  617207  727865  820301  849610
  869651  964077 1026911 1027553 1031083]",23, 7587895 7445935,2018-01-01,50-65,0.0,23,50-65
205,"[ 518876  518890  520690  532338  533042  537367  552178  609481 1026911
 1040533]",10, 7587895 6026,2018-01-01,50-65,0.0,10,50-65
206,[200393 224623 279300 315149 416091 452275 453037 585299 831739 984250],10, 3450010 3450059,2018-01-01,50-65,0.0,10,50-65
207,[211671 224623 225504 255226 336874 408300 453037 549981 585299 903038],10, 3450010 3461025,2018-01-01,50-65,0.0,10,50-65
208,"[ 224623  279300  315149  336874  362507  453037  585299  624733  805056
  831739  903518  914110  984250 1018054]",14, 3450010 3450014,2018-01-01,50-65,0.0,14,50-65
209,"[ 194285  211671  224623  225504  242901  263262  297581  518935  805056
  831739  903038 1018054]",12, 3450010 18064205,2018-01-01,50-65,0.0,12,50-65
210,"[ 173045  219595  224623  241355  249512  291158  336880  515581  518319
  520090  741610  760325  809878 1018546]",14, 3450042 18064205,2018-01-01,50-65,0.0,14,50-65
211,"[106937 121955 189300 195830 232013 244081 267173 322466 470399 476854
 615206 809878]",12, 5450078 7719715,2018-01-01,50-65,0.0,12,50-65
212,"[164711 176940 195830 232013 254780 286226 322466 347643 467607 476854
 479940 548014 809878]",13, 5450078 5461017,2018-01-01,50-65,0.0,13,50-65
213,"[146600 176940 195830 222253 322466 329441 347643 476854 479940 526388
 554195 554910 720747 809878 902406 942807 982345]",17, 5450078 7445935,2018-01-01,50-65,0.0,17,50-65
214,"[ 124724  184167  235747  244822  248049  255337  279300  363677  453042
  528371  621387  882460  961534  964077 1031083]",15, 5401004 7445935,2018-01-01,50-65,0.0,15,50-65
215,"[156000 283251 330422 378873 407700 416959 546439 677146 753491 838643
 846428]",11, 5461031 5450128,2018-01-01,35-49,0.0,11,35-49
216,"[ 280802  363365  366465  519508  618719  623133  718006  746435  973797
 1017582 1020601]",11, 11679 6026,2018-01-01,50-65,0.0,11,50-65
217,"[ 112786  127460  266546  455398  498967  504042  515119  596735  610249
  617205  960293  995513 1040021]",13, 1086837 3450013,2018-01-01,35-49,0.0,13,35-49
218,[336289 346539 390537 411480 472839 805061 864124 902149 967288 982725],10, 3450011 3450014,2018-01-01,35-49,0.0,10,35-49
219,"[231814 282401 326603 336289 365872 390537 433986 437733 438342 472839
 575874 581729 660942 841896 947426 969220 984253]",17, 3450011 3461039,2018-01-01,35-49,0.0,17,35-49
220,"[ 438342  558829  600388  609335  617205  622862  666982  863900  866605
  935567  960189  967288 1010901]",13, 3450011 3450013,2018-01-01,35-49,0.0,13,35-49
221,"[150153 151474 231489 252557 256048 282401 318746 336289 375609 433986
 523689 608909 666982 841896 863900 902149 905567 935567 951008 982725
 984204]",21, 3450011 18064205,2018-01-01,35-49,0.0,21,35-49
222,"[ 286399  513810  608909  617205  622862  930497  951008  960189  967288
  984204  984253 1010901]",12, 3450011 6027,2018-01-01,35-49,0.0,12,35-49
223,"[ 515573  575874  608909  617205  841896  902149  930497  960189  982725
  984253  998545 1010901]",12, 3450011 6026,2018-01-01,35-49,0.0,12,35-49
224,"[114741 193467 222611 238791 291799 355733 376272 455521 560700 563716
 606289 610037 610249 784228 893165 899831 909954 946895 962500]",19, 5450079 5461018,2018-01-01,35-49,0.0,19,35-49
225,"[ 179988  310913  438342  514356  545399  570918  610249  617205  962500
 1048011]",10, 5450079 3450013,2018-01-01,35-49,0.0,10,35-49
226,"[ 102163  176689  252102  342109  366473  372273  400865  411864  438342
  463243  491667  600984  606289  893165  909954  930497  946895 1016372
 1048011]",19, 5450079 5461017,2018-01-01,35-49,0.0,19,35-49
227,"[ 355733  366473  600984  606289  610037  610249  617205  899831  930497
  977181 1048011]",11, 5450079 6027,2018-01-01,35-49,0.0,11,35-49
228,"[ 102163  114741  257318  284663  355733  400865  447103  463243  491643
  553032  563716  570918  595582  600984  602923  610037  836249  898677
  899831  909954  930497  946895  948410  977181 1048011]",25, 5450079 7445935,2018-01-01,35-49,0.0,25,35-49
229,"[342132 365399 518304 560700 570918 594058 610249 617205 622013 779524
 845042 946895]",12, 5450079 13600075,2018-01-01,35-49,0.0,12,35-49
230,"[ 355733  366473  431041  479276  518304  518739  553032  560700  565366
  570918  595582  600984  606289  610249  617205  622013  779524  845042
  898677  899831  930497  977181 1016372]",23, 5450079 6026,2018-01-01,35-49,0.0,23,35-49
231,"[144500 217265 230833 272321 273340 282229 283428 348218 398468 434267
 462575 497068 499373 519307 524062 560156 573142 688892 743993 822606
 827480 893165 978552 986779]",24, 5450090 5461018,2018-01-01,35-49,0.0,24,35-49
232,"[ 111270  155789  322824  357906  378900  399237  400826  403434  425472
  472132  524062  560156  565777  609196  617907  622536  743993  822606
  849439  864207  884308  893165  911310  916630  986779 1018534]",26, 5450090 5461017,2018-01-01,35-49,0.0,26,35-49
233,"[176006 207629 217265 230833 273340 284663 304875 377385 399237 418216
 479974 497068 499373 524062 539702 549666 578134 609196 731535 790395
 824357 848176 849439 876268 884308 916630 925155 978552]",28, 5450090 7445935,2018-01-01,35-49,0.0,28,35-49
234,"[ 134681  143364  322520  380954  390537  408447  452403  463363  472839
  488142  495895  520103  605225  748304  975864  982725  990362 1047538]",18, 3450014 2850269,2018-01-01,35-49,0.0,18,35-49
235,"[ 336289  367878  390537  452403  472132  472839  488142  520103  776482
  990362 1051232]",11, 3450014 3461039,2018-01-01,35-49,0.0,11,35-49
236,"[ 134681  269687  307727  310804  336289  367878  397643  416024  452403
  495895  515119  520250  605225  619106  776482  794500  814835  866990
  888504  899715  902149  982725 1013705 1047538]",24, 3450014 18064205,2018-01-01,35-49,0.0,24,35-49
237,"[141536 253963 324546 354500 363405 377845 390537 391256 449035 452403
 463629 472839 487743 488142 503274 520103 522789 552314 554350 580273
 583693 589940 619364 681552 779114 827528 969220 971548 978552 990362]",30, 2850269 3461039,2018-01-01,35-49,0.0,30,35-49
238,"[168172 189146 258275 361452 525095 590014 600388 681552 718572 980552
 998175]",11, 2850269 3450013,2018-01-01,35-49,0.0,11,35-49
239,"[ 134681  205176  228086  291258  369119  381706  393365  452403  457079
  463629  487743  490753  495895  525095  552314  605225  718572  804775
  822902  982725  985588 1047538]",22, 2850269 18064205,2018-01-01,35-49,0.0,22,35-49
240,[174658 311392 361700 458386 467160 509152 677146 734723 819872 821544],10, 1061982 13600075,2018-01-01,35-49,0.0,10,35-49
241,"[125045 199886 256048 433684 434790 610249 754922 886685 891132 946895
 995513]",11, 3461025 13600075,2018-01-01,35-49,0.0,11,35-49
242,"[     5 102429 124383 266546 270668 407656 409523 438342 441945 459802
 464940 468837 533279 681552 727228 754922 849812 995513]",18, 3461039 3450013,2018-01-01,35-49,0.0,18,35-49
243,"[ 101533  175804  193691  205176  219676  231524  256048  291258  307727
  310913  336289  393365  409523  487743  526809  532176  587280  610249
  616702  743993  754922  843529  888504  899715  935567  982725  985588
  995513 1035572]",29, 3461025 18064205,2018-01-01,35-49,0.0,29,35-49
244,"[192427 322520 433684 462396 573142 610249 619691 743993 827480 946895
 978552 995513]",12, 3461025 5461018,2018-01-01,35-49,0.0,12,35-49
245,"[ 333676  337749  372108  408993  448770  451548  528569  553055  560700
  563716  573142  743993  893165  909954 1015741]",15, 5450078 5461018,2018-01-01,35-49,0.0,15,35-49
246,"[125358 125984 342109 342447 356834 388009 408993 494949 495510 501801
 585264 657434 661154 705666 743993 783052 893165 909954 930497 960992
 977729]",21, 5450078 5461017,2018-01-01,35-49,0.0,21,35-49
247,"[ 337749  353646  429082  468904  491978  494949  520101  539245  553055
  563716  585264  607551  657434  705666  846428  873909  900772  909954
  930497  960992 1022397 1034025]",22, 5450078 7445935,2018-01-01,35-49,0.0,22,35-49
248,"[ 191305  287277  296011  309871  338531  339123  347397  365872  463510
  487743  495726  583693  604911  728723  743993  845827  873674 1055363]",18, 3450042 3461039,2018-01-01,35-49,0.0,18,35-49
